-2:42 | (New member) BasedBug: Hiroyuki... I kneel..
4:07 | (New member) BasedBug: They have to be a bear
4:08 | Herbie Cucumber: NOTEPADS OUT DADS
4:08 | (New member) CantDood: important question for many
4:10 | (New member) Mister Eko: Listener-chan...
4:11 | (New member) Stray Wolf: :_kita:
4:13 | Doodad Plays Ch. 太陽と月: Halloooo senpai!
4:14 | (New member) anonEDM: male pregnancy
4:15 | Sheep: お尻！！！
4:15 | (New member) フェットチーネ: ohh
4:16 | (New member) Moeniki: :_kita::_kita:
4:17 | (New member) skrong: grass
4:18 | Andrew Ryan: furious typing
4:18 | (New member) hohoemikuma: :_kita: ?
4:21 | (New member) Canna: Long black hair, slender frame, red eyes. 
4:26 | (New member) max r: 📓🖊
4:29 | (New member) Antonio Badilla: Oh boy more Hiroyuki talk
4:31 | (New member) The Flesh Is Weak: funny and foolish
4:31 | (New member) Mechanized Doge: @Jack you're right. I'm retarded, sorry about that.
4:33 | (New member) Stray Wolf: it doesn't have to be something physical 
4:35 | (New member) Moeniki: What if you two like the same music?
4:39 | (New member) BasedBug: Just describe listener-chan
4:40 | Question Box: a lot of melanin
4:42 | Andrew Ryan: cute and funny?
4:43 | (New member) Sol Codguy: Firm character
4:52 | (New member) クラガリ葉月: F dads
4:55 | Andrew Ryan: 島風君みたいな男
5:03 | ChefHART: listener chat is a boy!
5:11 | Question Box: she likes to get BLACKED
5:17 | (New member) CantDood: oh man
5:20 | stuffed idiot: BASED
5:22 | (New member) 77Yuja_: イケメン
5:26 | Mr. Gillespie: BASED
5:29 | (New member) Antonio Badilla: She likes imageboard owners
5:34 | (New member) max r: .... 
5:34 | (New member) The Flesh Is Weak: girl(boy):_sprdo:
5:35 | (New member) クラガリ葉月: Girl (male)!
5:37 | Andrew Ryan: confrimed listener is a grill
5:37 | (New member) The Pope: Shimakaze is a bro
5:39 | Jacob: """girl"""
5:44 | VerticalCloud: based
5:44 | (New member) フェットチーネ: □
5:48 | (New member) BasedBug: Listener (Female) (Male)
5:50 | ChefHART: listener chan is a girl (male)!
5:51 | Andrew Ryan: do you crossdressing reps dads
5:55 | stuffed idiot: cultured bear
5:56 | (New member) Firstname Lastname: based
5:57 | (New member) Mister Eko: BASED
5:59 | Andrew Ryan: the dik makes it better
6:02 | (New member) Nanashi: cute dads...go on without me...
6:03 | (New member) ラックー: based
6:05 | (New member) CantDood: oooohhh?!
6:07 | (New member) Sol Codguy: □
6:14 | No Body: ?!?
6:17 | (New member) Moeniki: Herbivore males?
6:18 | knull: boys make the best girls
6:20 | (New member) Fake Name: Wise bear
6:25 | (New member) The Flesh Is Weak: ojisans don't listen
6:26 | (New member) Theblekedet: good reason
6:28 | (New member) BasedBug: Dozens of dads writing that down
6:33 | ChefHART: listener kun is crossdressing today!
6:34 | (New member) Fake Name: A guy who's cute is cuter than a girl who's cute
6:36 | (New member) ラックー: LOL
6:38 | (New member) Mister Eko: yab
6:38 | (New member) BasedBug: WELL
6:39 | (New member) Moeniki: wew
6:39 | stuffed idiot: UOH!?
6:40 | (New member) The Flesh Is Weak: :_sprdo:
6:40 | (New member) LoneRanger25: ええ
6:41 | (New member) The Pope: O-okay
6:41 | (New member) Zhnigo: understandable
6:41 | eeo: dream big
6:42 | (New member) Ekigo: Nice
6:42 | (New member) max r: uooohhhh
6:42 | (New member) Fake Name: Uh
6:43 | (New member) skrong: rumao
6:44 | (New member) Theblekedet: lmao
6:44 | (New member) Firstname Lastname: ...
6:46 | KayusKing: excuse me...
6:46 | (New member) Moeniki: □\
6:47 | (New member) CommanderMichael: what in the--
6:49 | (New member) Stray Wolf: 👀
6:50 | (New member) Matthew: Oh...
6:51 | (New member) Zhnigo: >usually
6:55 | knull: that came out so naturally
6:55 | (New member) Antonio Badilla: "Usually"
6:56 | Horror: oh my... lmao
6:56 | illogikal: understandable, have a nice day
6:56 | (New member) Mister Eko: bear the meds
6:56 | Oats 外: "usually"
6:57 | (New member) 77Yuja_: 😭😭😭
6:58 | (New member) The Pope: "usually" lmao
6:58 | Arrt Vyewer: Usually
6:59 | ChefHART: bea...
7:00 | (New member) Moon Runes: lol
7:00 | No Body: uuuhh
7:03 | (New member) Andrew: lol
7:07 | (New member) Fake Name: If a boy got pregnant, it would be really cute
7:08 | (New member) Xayn: This is omega fanfics all over again
7:09 | (New member) imalittle cupcake: 💊
7:11 | (New member) Randel Shurker: Welp, we have a menhera daughter, dads.
7:11 | (New member) Andrew: yeah i totally get it.........
7:13 | (New member) gyroninja: hmmmmmmm
7:13 | (New member) Stray Wolf: lol 
7:14 | ChefHART: boy preggers :33
7:14 | VerticalCloud: who's volunteering? lol
7:14 | (New member) クラガリ葉月: 。。。。。。。。。。 本当に変態。キモい。
7:15 | (New member) CantDood: I'd be an interesting thing sure
7:16 | (New member) skrong: it would definitely be unusual
7:16 | Monster hmc: are you winning daugther
7:20 | (New member) ThatVidyaGuy: 💊
7:21 | (New member) CommanderMichael: what doujin is this? ahaha
7:34 | (New member) Tachi: Dads watch out for that inflation
7:34 | (New member) Mister Eko: have you seen THAT arnold schwarzenegger movie?
7:35 | (New member) The Flesh Is Weak: we need a drawing
7:38 | Herbie Cucumber: will you support our family?
7:40 | (New member) CantDood: "don't usually"
7:43 | (New member) BasedBug: Chihiro please shut this stream down again
7:45 | No Body: I don't want to understand but it's very cool!
7:50 | stuffed idiot: yes I understand completely (doesn't understand at all)
7:53 | SpaceTalon: what the fuck xDDDDDD
7:58 | ChefHART: someone needs to stop this bear...
7:59 | Mr. Gillespie: this cute thing (listener) can't possibly be a girl!
8:02 | Andrew Ryan: わかる～
8:04 | (New member) Theblekedet: :_sprdo:
8:29 | SpaceTalon: ........................ 
8:30 | (New member) anonEDM: male """womb"""" is attractive
8:32 | pakkanen: Male doesn't get pregnant? But Arnold did in movie Junior!
8:33 | stuffed idiot: this bear is dangerously based
8:35 | ChefHART: so whos volunteering...
8:35 | (New member) CantDood: understandable have a nice day
8:38 | (New member) skrong: the most attractive male quality is getting pregnant
8:41 | (New member) The Pope: わかるわかる、ちょーーーーわかる
8:43 | eeo: I think I hate this more than the guro
8:43 | (New member) クラガリ葉月: キモすぎ
8:43 | (New member) BasedBug: UUOUOOOOOHHH
8:46 | No Body: ehm well then
8:47 | Andrew Ryan: 🤝
8:47 | Kerim Kerim: best waifu
9:00 | Lodowa Wrozka: Chaddads...
9:00 | (New member) Rye Mountain: The most attractive male is a male that is just like female, ok
9:03 | (New member) BasedBug: mpreg is one of the lowest tiers
9:04 | (New member) Fake Name: Extremely wise bear
9:04 | cycochaos2: Pregnant shota tag when
9:09 | (New member) CantDood: erogaki
9:16 | (New member) max r: 💳
9:16 | Sheep: kek
9:16 | (New member) hohoemikuma: kimoooi 
9:26 | (New member) Tachi: This erogaki...
9:26 | Question Box: sorru
9:29 | Ark K.: okay
9:31 | Andrew Ryan: foolish dad
9:33 | Question Box: *sorry
9:36 | No Body: sigh
9:41 | (New member) max r: i mean, is the listener wrong?
9:49 | SpaceTalon: so will we get a serious answer?
9:50 | Ark K.: i just came into the stream and beatani called me kimo ota, nice....
9:54 | (New member) Moeniki: べつにってかわいい
9:55 | ChefHART: listener kun gets pregnant!
10:00 | (New member) クラガリ葉月: キモすぎでも好き。キモすぎでも。
10:01 | (New member) BasedBug: I think that's as serious as we're gonna get
10:08 | (New member) Fake Name: Ask a stupid question, get a stupid answer
10:12 | (New member) Randel Shurker: I could handle my daughter being into Yuri and wanting to do lewdness to girls.
10:14 | (New member) imalittle cupcake: I love you!
10:16 | (New member) ラックー: 俺の娘がこんなにきもいわけがない
10:18 | (New member) Tachi: Yes
10:18 | Andrew Ryan: I LOVE YOUUUUUU
10:18 | (New member) anonEDM: 🤍
10:19 | (New member) Mister Eko: s-sure...
10:19 | (New member) Kyle: Unconditionally.
10:19 | (New member) LoneRanger25: :_yah:
10:21 | (New member) Theblekedet: of course
10:21 | (New member) Matthew: :_yah:
10:21 | (New member) skrong: i guess...
10:22 | (New member) Randel Shurker: I don't know how to handle this new thing.
10:24 | (New member) The Flesh Is Weak: I do:_sprdo:
10:28 | Zaxonite: no
10:29 | (New member) Zhnigo: Tsuki ga kirei.
10:29 | No Body: I love you! (sometimes)
10:30 | (New member) BasedBug: Always
10:30 | (New member) The Pope: :_yah:
10:30 | TeutonicSorcery: Of course
10:30 | stuffed idiot: I love this erogaki
10:30 | (New member) Mister Eko: cringe
10:31 | (New member) Hanabi: I love my menhera daughter
10:32 | (New member) max r: Maybe 
10:33 | iDoujin: Can't not love your daughter
10:34 | (New member) ThatVidyaGuy: We love you! Also I understood that.
10:35 | (New member) CantDood: "boys don't usually get pregnant" is a phrase I'll never forget thank you Beatani
10:37 | Jacob: I love my degenerate daughter
10:37 | (New member) Randel Shurker: WE LOVE YOU WITHOUT CONDITIONS, DAUGHTER!
10:39 | Arrt Vyewer: Usually
10:42 | cycochaos2: lol
10:44 | (New member) Theblekedet: even if you are foolish and cringe
10:45 | (New member) Canna: I love you but I am also scared 
10:46 | (New member) Xayn: 愛は肝じゃない！
10:47 | (New member) Randel Shurker: Even if your lewd tastes are pretty cringe.
10:49 | (New member) Moeniki: cringe bear
10:49 | (New member) max r: cringe bear
10:50 | (New member) anonEDM: Even if you don't fill the bath we still love you
10:51 | (New member) Antonio Badilla: Cringe
10:53 | (New member) BasedBug: CringeKuma
10:54 | quietly: cringe daughter
10:55 | (New member) 77Yuja_: cringe ota
10:55 | (New member) Rye Mountain: Cringe bear
10:56 | (New member) LoneRanger25: Cringe :_bea:
10:57 | Mr. Gillespie: cringely based
10:57 | (New member) Stray Wolf: cringe 
10:58 | (New member) Zed: cringe
10:58 | (New member) ラックー: cringe bear
10:59 | (New member) Ekigo: I love my cringe daughter!
10:59 | (New member) フェットチーネ: Cringe
11:00 | (New member) クラガリ葉月: Cringe
11:00 | (New member) Matthew: cringe bear
11:00 | No Body: is she an M?
11:02 | (New member) Mechanized Doge: Bear, I'm eating dinner with my parents right now...
11:03 | (New member) Mister Eko: cringe kuma...
11:03 | VerticalCloud: cringe is love
11:03 | (New member) Nanashi: 😬 cringe
11:04 | (New member) The Pope: Cringe bea
11:04 | (New member) Hanabi: cringe
11:05 | (New member) Tachi: CRINGE
11:05 | Sheep: ahaha
11:06 | (New member) CantDood: :_kita:
11:06 | (New member) skrong: the bear is so cringe...
11:06 | (New member) hohoemikuma: absolutely cringe 
11:06 | (New member) Andrew: cringe
11:08 | (New member) ThatVidyaGuy: cringe
11:09 | (New member) CommanderMichael: cringe dayo
11:10 | (New member) LoneRanger25: Cringe M :_bea:
11:11 | No Body: that's cringe
11:13 | (New member) Antonio Badilla: I dont like M Beatani
11:14 | (New member) Fake Name: I-is this cringe?
11:15 | ChefHART: cringe..
11:16 | (New member) Stray Wolf: take 薬
11:20 | Jinger Delno: cringe
11:21 | (New member) Moeniki: 気持ちじゃね
11:25 | Mancan aich: cringe and funny
11:27 | (New member) Rye Mountain: Yes I love cringe daughter
11:30 | Ark K.: kimoi = cringe
11:33 | (New member) BasedBug: Family is family, no matter what weird things you like
11:37 | (New member) Theblekedet: oh no
11:38 | SpaceTalon: that last answer for the question about guys was very CRINGE but you are over all rather BASED
11:40 | (New member) max r: cringe and funny daughter!
11:40 | (New member) The Pope: M is cringe
11:42 | (New member) Mister Eko: what have we done
11:45 | (New member) Steven Frati: This is elite relationship dynamics.
11:55 | (New member) The Flesh Is Weak: uoooh
11:56 | stuffed idiot: LOL
11:56 | (New member) max r: UOOOHHHHHH
11:56 | (New member) Moeniki: UOOOOOOOOOOOOOOHH
11:57 | (New member) The Pope: UOOOOOOHHHHHHHHH
11:57 | (New member) skrong: UOOOOOOOOOOOOO
11:57 | (New member) Tachi: UOOOHHHH
12:00 | (New member) Rye Mountain: ouuuuuh
12:00 | Luginov: uohhhhhhh
12:01 | (New member) Matthew: UOHHHHHHH
12:01 | (New member) Ekusupuroshon: UOOOOOH
12:02 | (New member) LoneRanger25: UOOOHHHHHHHHHHHH
12:03 | (New member) BasedBug: UOOOOOHHHH
12:04 | (New member) Ekigo: UOOOOOHHHHH
12:04 | (New member) imalittle cupcake: UOOOOOOOOOOOOOOHHHHHHHHHH
12:05 | (New member) CantDood: UOOOOOOHHHHHHH
12:05 | (New member) Mister Eko: >uuuuoooooh
12:05 | (New member) CommanderMichael: 😭
12:05 | cycochaos2: Yes! Love beatani
12:06 | Herbie Cucumber: UOOOOOOOOOHHHHHHHHH
12:06 | (New member) ThatVidyaGuy: UOOOOOOOH
12:08 | (New member) Firstname Lastname: 2cute2bear
12:08 | (New member) Canna: Oh no she UUUUUUUUUUUUOOOOOOOOHHHHH
12:08 | No Body: are you satisfied now?
12:09 | (New member) anonEDM: 😭
12:11 | (New member) The Flesh Is Weak: 😭😭
12:11 | (New member) フェットチーネ: 😭😭😭
12:12 | Heswe 0909: UOOOOOOOOOOOOOOOOOOOOOOH
12:13 | Mr. Gillespie: UUOOOOOOHH
12:16 | Question Box: BEATANI FUCK ME NOW!!!😭😭😭
12:17 | ChefHART: UUOOOOOOOOOOOOOOOOOOOOOOHHHHH
12:19 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: UUUOOOOOOOHHHHHHHH (Elden Ring)
12:21 | (New member) BasedBug: That was a stupid question
12:22 | Arrt Vyewer: This seems unhealthy
12:23 | ChefHART: 😭😭😭😭
12:23 | (New member) The Pope: T o T
12:27 | stuffed idiot: うおおおおお
12:41 | (New member) The Flesh Is Weak: Boy's belly inflation UOOOHH
12:49 | (New member) Moeniki: 疲れた
12:51 | stuffed idiot: satisfied... imagine the afterglow....
12:52 | No Body: Pl-please use more words
12:53 | (New member) CantDood: Beatani Chisato has no regrets
12:54 | (New member) Rye Mountain: Happy beatani makes me happy
12:56 | (New member) max r: :washhands:
12:57 | (New member) The Pope: 賢者モード lol
13:01 | (New member) Tachi: :_yah:
13:03 | Ark K.: yes
13:06 | (New member) Theblekedet: Yeah
13:07 | (New member) Stray Wolf: I like her 
13:07 | (New member) LoneRanger25: :_yah:
13:11 | (New member) BasedBug: Listener chan is not me, but I will accept them into the family
13:11 | (New member) Ekusupuroshon: Listener-chan Love!
13:13 | (New member) Rye Mountain: Of course i love listener chan, he is me
13:15 | stuffed idiot: Beatani needs to go wash her hands now
13:22 | (New member) Zyadarya: :_yah:
13:25 | No Body: she meccha kawaii desu fam
13:25 | (New member) gyroninja: Yes, can understand
13:35 | (New member) Zhnigo: is listener-chan a boy or a girl?
13:41 | stuffed idiot: PROVE IT
13:42 | (New member) Moeniki: you need to wash your mind
13:43 | (New member) Mister Eko: clean kuma
13:43 | (New member) Antonio Badilla: ListenerDadxListenerChan
13:44 | (New member) Fake Name: I want to NTR Beatani with Listener-chan!
13:44 | (New member) The Flesh Is Weak: hand is cringe
13:45 | Ark K.: Listener chan is a girl
13:51 | (New member) max r: i'm not sure
13:52 | (New member) CantDood: proofs?
13:56 | (New member) Zhnigo: girl(male)
13:57 | (New member) LoneRanger25: Clean hands, dirty mind ":_bea:
14:04 | (New member) Stray Wolf: Listener-chan is a she 
14:09 | iDoujin: People on the internet can be whoever you want them to be
14:09 | (New member) billy joe【liar】: We are all girls?
14:10 | (New member) Moeniki: Listener-chan:_dayo:
14:10 | (New member) BasedBug: male (male)
14:12 | stuffed idiot: listener-chan(male) > listener-chan(female)
14:19 | (New member) Lazm: 2D Listener-chan 大好きよぉおお
14:23 | Question Box: beatani's slimy hand
14:26 | (New member) クラガリ葉月: This has been an experience.
14:31 | (New member) CantDood: :_sprdo:
14:33 | Ark K.: beatani(male) x listener chan(female)
14:42 | (New member) Lazm: 👏🧼🧽
14:56 | No Body: AWAY TOPIC
14:57 | ChefHART: listener chan crossdresses as shimakaze (male)
15:00 | SpaceTalon: NEXT TOPIC GANG REPRESENT
15:27 | stuffed idiot: start a family with listener-chan
15:33 | (New member) BasedBug: 1) Escape the internet
15:38 | (New member) Mister Eko: OF COURSE
15:39 | Ark K.: impregnate listener chan
15:40 | (New member) max r: All questions lead back to hiroyuki
15:43 | (New member) The Flesh Is Weak: timeloop...
15:49 | No Body: ah a future question?
15:59 | (New member) CantDood: Beatani has clear plans in life I see
16:02 | (New member) Ekusupuroshon: She doesn't want to scape now...
16:06 | (New member) The Flesh Is Weak: where?
16:11 | (New member) BasedBug: 2) Go to the Netherlands
16:11 | iDoujin: Virtual America or Europe
16:12 | VerticalCloud: where to?
16:13 | (New member) Tachi: Aboard? ooh
16:15 | (New member) The Pope: Going abroad to Brazil!
16:15 | (New member) Antonio Badilla: Go to France maybe?
16:17 | Sheep: maybe not this year
16:17 | (New member) max r: If you go abroad, please tape your wallet to yourself.
16:17 | (New member) Zhnigo: but if you lose your phone and wallet abroad-
16:19 | (New member) Zeng: go to Finland
16:19 | (New member) Moeniki: weed bear...
16:23 | (New member) Mister Eko: Don't go to Brazil 
16:25 | SpaceTalon: where the Netherlands? 
16:26 | (New member) BasedBug: 3) Weed
16:33 | (New member) ラックー: please don't lose your wallet abroad
16:33 | SpaceTalon: but why not FINLAND
16:35 | Sheep: come to Brazil bea
16:35 | KayusKing: no brazil, don't suggest that
16:41 | (New member) Moon Runes: I thought she was saying something else
16:43 | (New member) Andrew: lol
16:44 | Arrt Vyewer: LOL
16:46 | (New member) LoneRanger25: BEA YABAI
16:46 | (New member) max r: 🥬
16:47 | (New member) Andrew: smonk weed
16:48 | stuffed idiot: global bear
16:48 | (New member) Moon Runes: smoke smoke
16:50 | knull: dank
16:52 | (New member) Rye Mountain: Finland is like 95% forest, it's nice but not very interesting, I'm there every sommer
16:52 | Oats 外: weed??
16:53 | (New member) Moon Runes: Yab
16:53 | (New member) Mister Eko: yab
16:56 | (New member) Moeniki: weed+ADHD is pretty crazy 
16:57 | (New member) imalittle cupcake: Finland polar bear
16:57 | (New member) BasedBug: Finland doesn't exist?
16:57 | ZAH: epic funny weed bear
16:58 | (New member) skrong: kono stoner bear
16:59 | (New member) The Flesh Is Weak: :_sprdo:
17:00 | Monster hmc: lol
17:01 | (New member) Fake Name: What is Finland?
17:01 | (New member) Mechanized Doge: Come to Canada, especially Toronto! (plz don't)
17:02 | SpaceTalon: remember to TIE YOUR WALLET TO YOUR HAND
17:03 | (New member) Lazm: self-medicate the ADHD ☘️
17:03 | (New member) imalittle cupcake: :_sprdo:
17:05 | Ark K.: finland doesn't exist
17:08 | No Body: Also home of the spurdo meme
17:13 | (New member) CantDood: obligatory Beatani ven a México te amamos post
17:19 | (New member) ThatVidyaGuy: Finland is as real as atlantis
17:22 | KayusKing: does anyone have proof of finland actually existing?
17:35 | (New member) BasedBug: Finland does sound really nice, just a colder version of where I live
17:42 | stuffed idiot: come to burgerland and shoot gun
17:47 | (New member) Mechanized Doge: my milsurp is from Finland!
17:49 | (New member) Zyadarya: Finland is cool
17:53 | SpaceTalon: FINLAND is actually just an unofficial meme name for a real country called FINGOLIA 😛
17:54 | (New member) Matthew: Lies
17:55 | Andrew Ryan: If you lose your wallet there it will be gone in a second
17:58 | Sheep: lmao
17:59 | (New member) The Pope: Atlantis, Georgia
18:00 | (New member) Lazm: weed help ADHD, yes?
18:03 | (New member) Zhnigo: my country is bordering Finland, it might actually be real
18:11 | (New member) BasedBug: Weed > Meds
18:11 | (New member) The Pope: LMAO
18:16 | (New member) Stray Wolf: lol 
18:21 | Cecil: LOL
18:21 | (New member) CantDood: yabe
18:22 | (New member) Rye Mountain: @Andrew Ryan It's very safe actually
18:22 | Ark K.: no escape the internet?
18:25 | (New member) Stray Wolf: blaze it 
18:31 | (New member) Steven Frati: Who taught this bear about weed?
18:33 | KayusKing: hit the boof?
18:38 | (New member) ラックー: LOL
18:39 | (New member) Ekusupuroshon: ???
18:40 | (New member) Zeng: based
18:42 | No Body: hah of course
18:43 | Sheep: good luck
18:43 | (New member) BasedBug: Of course, of course
18:50 | (New member) Theblekedet: □
18:50 | (New member) Moon Runes: Based bear
18:50 | Oats 外: naruhodo
18:51 | (New member) Lazm: 🤰:_sprdo:
18:51 | (New member) クラガリ葉月: We sure have a theme going on today.
18:52 | (New member) Sol Codguy: All good goals
18:54 | Luginov: ganbare
18:54 | Herbie Cucumber: okay
18:54 | (New member) skrong: futa bea...
18:54 | (New member) anonEDM: wanting to try weed was trending on JP twitter
18:55 | ChefHART: is this what happens when you spend too much time in xp hill...?
18:57 | stuffed idiot: starting a family with Listener-chan IKZ
19:07 | Andrew Ryan: rimb deficit
19:09 | knull: it must be mating season
19:10 | (New member) CantDood: what about mushrooms
19:15 | (New member) Mister Eko: SMART BEAR
19:16 | (New member) Sol Codguy: Get Hiroyuki pregnant in the Netherlands
19:19 | (New member) max r: Youtube doesn't mind
19:21 | (New member) Zhnigo: isn';t it too late
19:21 | (New member) Ekusupuroshon: やめろ
19:21 | (New member) Tachi: :_sprdo:
19:25 | SpaceTalon: avoiding YABS == SMART
19:25 | (New member) Lazm: 🤰🍆:_sprdo:
19:28 | (New member) Theblekedet: too late
19:29 | (New member) The Pope: We're just talking about gardening
19:30 | Sheep: the final yab is around the corner
19:44 | (New member) Verijero: KEK
19:50 | (New member) Sol Codguy: I thought the wallet story was pretty amazing, honestly
19:52 | (New member) クラガリ葉月: How is beatani going to relate this to pregnancy?
19:58 | (New member) BasedBug: One time you and your sister got into a fight, and she trapped you on the internet
20:00 | (New member) Mechanized Doge: it was snowing today in Toronto!
20:05 | Alfa Ayed: wait...must be mistrlansation
20:11 | No Body: M-meeting us maybe?
20:32 | (New member) The Pope: Becoming a vtuber bear
20:48 | (New member) Moeniki: Have you been to Comiket before?
20:48 | No Body: surprising?
20:48 | (New member) BasedBug: Meeting a homeless man?
20:50 | stuffed idiot: that time you bullied your own mother for a week
20:50 | (New member) CantDood: ああああああああああ
20:54 | (New member) The Flesh Is Weak: :_sprdo:....
20:56 | (New member) Andrew: lol 
20:58 | (New member) Moon Runes: :buffering:🐻
20:59 | Alfa Ayed: mosquitoes
21:10 | Ark K.: i think your story about failing to do chores is amazing
21:13 | Sheep: you are funny
21:15 | (New member) Sol Codguy: You're based.
21:16 | (New member) Canna: Soul 
21:17 | (New member) gyroninja: Being relatable
21:17 | (New member) BasedBug: I don't know, you're fun to watch
21:18 | (New member) Moeniki: Because you are cute and funny
21:20 | (New member) ThatVidyaGuy: You're very genuine.
21:20 | (New member) Rye Mountain: Beatani is the most based one
21:21 | (New member) Idle Bear: You came to us first
21:22 | (New member) The Pope: Bea is special
21:23 | (New member) imalittle cupcake: You are very genuine
21:23 | (New member) Zhnigo: SOVL
21:25 | Mr. Gillespie: because you're cute and funny
21:27 | TeutonicSorcery: Because you are cute and funny
21:29 | (New member) BasedBug: You're receptive to learning from your audiencce
