-1:44:03 | Rye Mountain: For everyone just now joining: She posted this stream 2 hours early. The stream is actually supposed to start att 9am JST, 1am CET, 8pm EST, 5pm PST
0:06 | BasedBug: Don't mention t*matoes tonight, I don't want this stream getting nuked
0:08 | max r: i didn't know we even had a state vegetable, let alone it's a fruit!
0:09 | Megiddo: what state? That's heresy
0:13 | Tachi: Ohadayo!
0:15 | BasedBug: OHADAYO!
0:15 | Raziel: lol
0:15 | HashSlash: Ohadayo!
0:16 | hohoemikuma: bea!
0:16 | max r: ohadayo!
0:16 | Idle Bear: 🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄🍀
0:18 | Suukotto Funsha: Ohadayo!
0:18 | imalittle cupcake: Ohadayoooo
0:20 | Megiddo: Ohadayo~
0:20 | Rye Mountain: Ohadayo
0:20 | Ekusupuroshon: OHADAYO!!!
0:21 | max r: muted
0:24 | Jackku Chan: Ohadayooo
0:25 | gyroninja: ohadayo
0:27 | Disgrace: Hello Beatani 
0:28 | Zhnigo: it bea!
0:29 | Fettuccine フェットチーネ: Ohadayo~~
0:29 | hohoemikuma: ohadayo~ 🐻‍❄
0:29 | クラガリ葉月: Ohadayo
0:31 | Tachi: lol
0:31 | Ikxi: ohadayo!
0:31 | Hanabi: ohadayo
0:31 | Kyle: OHAdayo~!
0:31 | Arcus crundelic: ohadayo
0:32 | BasedBug: Muted hahaha
0:32 | XeniVari: おはだよ！
0:33 | Nasty Yukari: ohadayo!
0:35 | TWAIN: ohadayo
0:36 | Verijero: ohadayo
0:37 | RBZE7: Ohadayo !
0:37 | Vitz: おはだよ！
0:39 | pakkanen: Good morning Beatani
0:40 | ThatVidyaGuy: ohadayo!
0:40 | Mask: ohadayo~
0:40 | Lerelee: Ohadayo!
0:45 | Jessica: Ohadayo~
0:45 | thelastshinobi56: Ohadayo!
0:46 | Stray Wolf: ohadayo!
0:48 | Ikxi: normal?
0:49 | BasedBug: Too busy sleeping
0:49 | Raziel: The tomato is Tennessee's state fruit
0:51 | imalittle cupcake: I will wait forever for my daughter
0:51 | Jackku Chan: Beatani sleeps for 12 hours! 
0:54 | Idle Bear: Ohadayo!
0:59 | D3bugged: ohadayo beatani
0:59 | Ekusupuroshon: Sleepy bear is sleepy
1:09 | Meneltir: おはだよ
1:10 | BasedBug: Youtube looks to be working fine!
1:11 | max r: Youtube is good, today only streamlabs link is broken, LOL
1:13 | A A: Were you hibernating?
1:13 | Monkberry Moon: Ohadayo Beatani
1:14 | PT's Sleepy Corner: ohadayo! I stayed up all night waiting for you! I was worried 😜
1:19 | HashSlash: Everythings running good for me!
1:22 | 77Yuja_: good today yea
1:26 | monkeynohito: Hello, Beatani
1:29 | Ikxi: all good!
1:32 | Raziel: YouTube gets to keep its kneecaps it seems
1:35 | Nasty Yukari: dead streamlabs is dead, rip
1:38 | Fettuccine フェットチーネ: Let's go!
1:44 | lesop.: fingers crossed
1:48 | max r: yeah, can't donate thru streamlabs
1:52 | Jackku Chan: Donation dad bros...
2:06 | Raziel: Spell cards it is
2:08 | ThatVidyaGuy: Is it because she's using OBS Studio instead?
2:21 | max r: 💳 ready your spell cards 💳
2:22 | Suukotto Funsha: You can, just delete those last few characters, the weird question marks and 3 dots
2:29 | Chloro [クロロ]: Ohadayo Beatani!
2:30 | Andrew: yahh lets goo
2:38 | Nasty Yukari: Yeah, just fix the link and it'll be fine
2:39 | airbirdy92: hell yaaa
2:47 | Hanabi: streamlabs works fine it's just the link has the ellipsis (...) at the end that breaks the link
3:09 | Shippo: ohadayo
3:09 | Verijero: yah
3:15 | BasedBug: How much have you practiced?
3:16 | Jackku Chan: It works!
3:17 | Megiddo: did you practice any off stream?
3:32 | Jackku Chan: Normal mode, eh?
3:32 | Cloud: It's nice that you started by doing easy then normal, watching you play touhou is pretty comfy!
3:33 | Meneltir: I'm not yet sure whether I love it or I hate it.
3:39 | HashSlash: One try normal clear run incoming, lets go
3:43 | Jackku Chan: Good luck
3:44 | A A: You were sleeping.
3:45 | david johnston: us dads believe in you!
3:47 | Mechanized Doge: ohadayo...
3:55 | Verijero: hibernating?
3:57 | Suukotto Funsha: We believe in you yah
4:05 | Orange Princess: ohadayo bear
4:07 | MBmasher: go bear
4:10 | Hanabi: never give up, trust your instincts
4:33 | Verijero: armpitsbros...
4:33 | Nasty Yukari: Sleep is important too
4:50 | max r: marisa thief....
4:50 | Tachi: Nice start lol
4:51 | Nasty Yukari: RIP No bombs run
4:54 | Verijero: starting strong
4:54 | Megiddo: kusa
4:56 | Robbie TR: Glad you’re back ❤️
5:02 | BasedBug: Warmup
5:23 | Tachi: Oh no
5:31 | Megiddo: oh no
5:34 | max r: d-pad
5:34 | Suukotto Funsha: D-Pad
5:35 | クラガリ葉月: F
5:39 | Rob G.: d pad
5:39 | Zhnigo: d-pad it's called
5:40 | Randel Shurker: DAUGHTER STRONG!
5:42 | BasedBug: The game is handicapping her!
6:00 | hohoemikuma: the first peropero of the day
6:02 | thelastshinobi56: peropero time
6:06 | david johnston: i want to pero pero a chirno...
6:09 | Jackku Chan: Bye Cirno!
6:11 | Suukotto Funsha: Cirno is ready to be pero pero'd
6:14 | Megiddo: not using Sakuya this time?
6:24 | Rye Mountain: Only beatani is allowed to peropero cirno
6:33 | CommanderMichael: late ohadayo~
6:58 | HashSlash: Sakuya for me
6:59 | White Wyvern: Bea is my favorite
7:00 | Megiddo: Reimu
7:01 | Kyle: Marisa
7:01 | RBZE7: Sakuya
7:02 | CommanderMichael: I like sakuya
7:03 | Tianfang's Adventures: Sakuya
7:04 | hohoemikuma: sakuya
7:05 | ThatVidyaGuy: Cirno
7:06 | Tachi: Sakuya!
7:07 | Ikxi: Bea is the best
7:07 | Rob G.: Youmu myonmyonmyon
7:09 | thelastshinobi56: Reimu!!
7:10 | DarkestPhoenix: Reisen.
7:15 | Meneltir: Sakuya is the strongest without bugs so....
7:16 | Fettuccine フェットチーネ: Youmu
7:17 | Suukotto Funsha: Sakuya but kuma is best
7:19 | BasedBug: You pero pero all of them, anyways
7:25 | PT's Sleepy Corner: Sakuya, you can never go wrong with cute maid outfits!
7:27 | david johnston: reimu's pits are the best
7:30 | w-: Sakuya movement speed is a nice middle ground.
7:43 | Megiddo: look at my daughter dodging those bullets
7:56 | thelastshinobi56: concentrating bear part 2
7:56 | Nophera: reimu's pits are the best
7:57 | hohoemikuma: strong bear
8:05 | Ikxi: f
8:17 | Ikxi: use the amazon gift cards!
8:20 | CommanderMichael: use bombs if you're in a pinch
8:26 | CommanderMichael: haha
9:02 | Megiddo: jealous Sakuya
9:27 | Jackku Chan: Beatani dates many girls at once!
9:31 | Globalnet626: BEA!
9:31 | クラガリ葉月: ヒドイ
10:17 | thelastshinobi56: GOGOGO
10:34 | 77Yuja_: popular with the girls
10:39 | Ikxi: if Bea dates multiple girls, why can't we watch multiple vtubers?
10:43 | Max Roether: oh no bullet hell
10:43 | Kemonomimi: Beatani is quite the player
10:45 | Raziel: Beatani is a confirmed player!
10:49 | Peer: hi! touhou is best!
10:52 | Kyle: Teddy...
10:53 | Tachi: Fault?
10:53 | クラガリ葉月: 全然ヒドイ
11:03 | ThatVidyaGuy: Beatani is the master of pero pero
11:06 | max r: 🧸
11:09 | MBmasher: sounds good to me
11:11 | monkeynohito: "love them at once"
11:15 | Verijero: DD bear
11:16 | Rob G.: ah, harem route
11:22 | Chloro [クロロ]: Beatani is building her harem
11:26 | BasedBug: She's too busy dating all these girls to practice touhou!
11:27 | Zeng: all girls approved by dad
11:30 | Ekusupuroshon: The Ooku of the bear
11:30 | Max Roether: rip
11:33 | Ikxi: wkwk
11:36 | Tachi: Peropero for all
11:38 | Peer: gg
11:52 | Raziel: Beatani really is an isekai harem protagonist
11:57 | monkeynohito: Ah, that's what she's doing instead of Touhou practice. OK.
12:22 | Megiddo: aww
12:45 | Megiddo: get them Touhou reps in
12:49 | Fake Name: It's a practicable skill
12:52 | BasedBug: Beatani life is hard. Dating many girls, sleep 12 hours, practice touhou
13:26 | CommanderMichael: haha
13:26 | TWAIN: kumakuma
13:28 | rev: 頑張って！
13:29 | BasedBug: F
13:31 | Fake Name: RIP
13:47 | ThatVidyaGuy: Just a warmup run
14:38 | max r: beatani needs her beauty rest
14:47 | thelastshinobi56: and you're also drawing
14:53 | Ikxi: hardworking bear
14:55 | lesop.: beauty sleep
14:57 | Megiddo: fucking busy desu
14:57 | BasedBug: faqing busy
15:02 | Hanabi: don't forget all those dates with teddy
15:06 | Nasty Yukari: We didn't say anything about other girls...
15:06 | Rob G.: fakin cute 'fakin'
15:09 | 77Yuja_: beatani enters gensokyo 
15:20 | coba cobra: thanks for the tweet notifications
15:23 | Raziel: "Shut up Teddy, I'm f*cking busy!"
15:23 | Jackku Chan: Good first try!
15:37 | coba cobra: okay
15:40 | Megiddo: ok
15:50 | thelastshinobi56: ogey
15:56 | Megiddo: a little bit a of practice...
16:02 | Chloro [クロロ]: tongue twisters?
16:03 | Mechanized Doge: EN: She'll be saying a tongue twister now 
16:03 | BasedBug: Do your reps..
16:09 | coba cobra: good luck
16:10 | Vitz: ogey
16:11 | Jackku Chan: Hmm hmm....
16:16 | Randel Shurker: She's trying to keep the girls away, but she fails to understand that we need 'em if we're to give her some siblings.
16:21 | BasedBug: Oh here we go
16:22 | Jackku Chan: Shampoo?
16:23 | Megiddo: ganbare!
16:23 | Rob G.: 😆 
16:27 | Rye Mountain: "she sells seashells by the seashore"
16:28 | coba cobra: s
16:28 | rev: she sells seashells by the seashore
16:29 | gyroninja: she sells seashells by the seashore
16:29 | Kyle: Not bad
16:29 | Shippo: nice
16:29 | Ekusupuroshon: She sells seashells by the seashore
16:30 | Meneltir: Pretty good
16:30 | Megiddo: actually pretty good
16:31 | Jackku Chan: Hmm.. I don't know...
16:31 | max r: tongue twister time
16:31 | Idle Bear: !
16:34 | White Wyvern: Thats better than me
16:36 | 77Yuja_: seashell salesman!
16:37 | coba cobra: lol nice try
16:39 | Idle Bear: Good job!
16:39 | Monkberry Moon: You can do it
16:39 | thelastshinobi56: she she she shore show
16:39 | HashSlash: That was good!
16:42 | クラガリ葉月: Faster
16:42 | Tachi: Haha 
16:46 | Jackku Chan: Seaweed?
16:47 | rev: Keep trying!
16:48 | CommanderMichael: you can do it, tongue twisters are good for word exercises
16:48 | Rye Mountain: It was good!
16:48 | Zhnigo: scissors?
16:53 | Ikxi: gj!
16:54 | Jacob: it's hard for native English speakers too don't feel bad
16:54 | Mechanized Doge: decent effot
16:55 | Verijero: shishellsshiiii
16:57 | max r: that last one was good~
16:58 | Zlayer: try smiling when saying your S instead of making a kiss face
17:01 | Zlayer: 🙂
17:03 | BasedBug: She shell see sell shi shore?
17:05 | Chloro [クロロ]: Pretty good
17:13 | thelastshinobi56: see shells shoes by the sea shore
17:13 | Jackku Chan: Shimapan?
17:14 | Hanabi: it's designed to be hard for native speakers to say so even trying it when it's not your native language is impressive
17:15 | Raziel: With tongue twister skills like that it's no wonder you've got all these girls!
17:16 | Megiddo: yep, in Japan si and shi are pronounced the same
17:22 | lesop.: So much wood would a woodchuck chuck, if a woodchuck could chuck wood
17:35 | Rob G.: right vs light?
17:37 | Verijero: Si!
17:49 | Jackku Chan: SH in she is the same as SH in shit.
17:50 | coba cobra: not bad
17:53 | Raziel: Peter Piper picked a peck of pickled peppers
17:58 | HashSlash: I still dont know the entire Peter Piper tonguetwister tbh
18:03 | Chloro [クロロ]: English pronunciations is a mess lol
18:22 | Megiddo: it truly is
18:23 | coba cobra: Peter piper i guess is easier
18:48 | thelastshinobi56: can you say queue?
18:55 | max r: peter piper picked a peck of pickled peppers. if peter piper picked a peck of pickled peppers, where's the peck of pickled peppers peter piper picked?
18:57 | Verijero: pikuniku > picnic
19:02 | Zlayer: grrrrr all bears should know how to growl
19:07 | HashSlash: Say "Irish Wristwatch" as many times as you can quickly!
19:08 | coba cobra: lol
19:09 | Rob G.: 🙏 TSKR light
19:19 | Megiddo: did better than most vtubers I've seen try Peter Piper
19:20 | 77Yuja_: queue?
19:22 | Monkberry Moon: Oh that was close
19:24 | max r: queue is pronounced like the letter Q. it means a line
19:27 | Kemonomimi: its pronounced like "q"
19:29 | クラガリ葉月: きゅ
19:31 | Hanabi: "queue" is just Q with four silent letters because English makes no sense
19:31 | coba cobra: queueueue
19:32 | Nasty Yukari: kyuu~~
19:32 | thelastshinobi56: yeah
19:33 | Zhnigo: in "queue" all the letters except Q are silent
19:34 | Monkberry Moon: Kyu
19:35 | BasedBug: queue is a perfect example of english being weird
19:36 | thelastshinobi56: it's just Q
19:38 | Rye Mountain: English spelling is so weird
19:43 | Megiddo: kyu
19:44 | Fettuccine フェットチーネ: はじめての
19:49 | Mechanized Doge: 普通に「くー」ですね
19:56 | 77Yuja_: yea q
19:56 | TWAIN: kyuu
19:59 | max r: there is a queue to lineup for the train 
20:00 | coba cobra: yes
20:03 | Canna: yup Q
20:06 | Mechanized Doge: キュー
20:07 | Rye Mountain: It was very hard for me to learn english spelling and pronunciation too. 
20:17 | coba cobra: nice nice
20:18 | Monkberry Moon: きゅto
20:20 | Mechanized Doge: キューがもっと正しい、すまん。
20:30 | imalittle cupcake: Watching this bear always makes me smile
20:31 | Verijero: like cute but withouth the te
20:35 | Fettuccine フェットチーネ: English is weird
20:39 | Zlayer: queue is used mostly in england and in video games, "line up" is used in north america more often
20:40 | Raziel: Another fun fact: In English, the letter q is almost always followed by the letter u
20:47 | BasedBug: Learning Latin helped me understand English
20:52 | Rye Mountain: Europe
20:53 | Robbie TR: Try Betty bought a bit of butter 
20:56 | White Wyvern: WIRED
21:15 | Stray Wolf: wired
21:17 | Rob G.: [laughs in Polish] amateurs!
21:18 | Ekusupuroshon: I know where you all live now 
21:26 | Rye Mountain: Sweden exactly, so swedish
21:30 | Tachi: Weird wired
21:30 | Megiddo: lots of languages spoken in Europe
21:34 | coba cobra: wired
21:34 | Zlayer: polish conjugation :monkas:
21:35 | max r: is europe a fruit or a vegetable?
21:46 | RueTobas: meiji yoghurt country
21:50 | Mechanized Doge: leaf land here...
21:52 | Rye Mountain: europe has 24 languages
21:53 | coba cobra: reps
22:03 | MBmasher: lunatic again :O
22:06 | BasedBug: EZ modo?
22:11 | Megiddo: You can beat Cirno!
22:11 | 77Yuja_: coke?
22:15 | Peer: lets go!
22:16 | Suukotto Funsha: Lunatic training montage time
22:17 | CommanderMichael: oi oi, lunatic mode is yabai
22:18 | Icone: portugal represent
22:19 | Verijero: ISHI MODO?
22:40 | White Wyvern: I love marine
22:48 | Megiddo: Senchou pretty good
22:49 | rev: Yes, very hard
22:51 | Tachi: Yes
22:51 | Zhnigo: I didn't but now I will
22:54 | Monkberry Moon: Marine is pretty good
22:56 | BasedBug: We only watch Beatani here
22:56 | Chloro [クロロ]: oh yeah Marine did a Touhou stream recently
22:57 | Ekusupuroshon: RUNPAPA
23:05 | TWAIN: many eastern european languages are easy to read because there is equivalence between letters and sounds (similar to kana)
23:08 | SpaceCrab: yeah i watched marine, she's pretty good at 2hu
23:15 | Verijero: marine is crazy about touhou
23:21 | Meneltir: She did a lot of Touhou streams, I didn't see the DDC one
23:32 | Megiddo: Cirno downo
23:32 | HashSlash: Never checked out one of Marine's streams but she seems cool
23:45 | SpaceCrab: i think she did a th18 demo stream recenlty
23:50 | SuluX: nice kuma!
23:50 | Zlayer: she's very good*, well is used for adverbs, and good at games is an adjective
23:55 | Suukotto Funsha: But you did pero pero Cirno in Lunatic
23:57 | クラガリ葉月: Didn't Marine make some doujin sound novel thing about touhou?
24:11 | moe crusader: THE CUTE AND FUNNY BEAR REIGNS SUPREME
24:20 | coba cobra: we clearing lunatic mode today?
24:28 | BasedBug: I love the music in this stage
24:30 | max r: 🐻‍❄👑
24:37 | Megiddo: cute bear
24:40 | thelastshinobi56: GOGOGO!!
24:49 | DeltaRazero: (Cute and funny bear)
24:55 | coba cobra: lol no space to go
24:55 | Rob G.: mermaid goes brrrrrr
24:55 | ThatVidyaGuy: She's concentrating!
25:14 | Admiral Smug: nooooo
25:15 | MBmasher: new high score
25:21 | Rob G.: graze 'em
25:27 | Verijero: there mas be some fixed path to dodge that
25:30 | Verijero: must*
25:38 | Suukotto Funsha: The bear is focussed on hunting the fish
25:50 | TWAIN: it's okay you are a bear
25:52 | coba cobra: its for bear!
25:54 | ThatVidyaGuy: It's for bears!
25:55 | Verijero: but you are a bear
25:55 | Ikxi: you are bear, not human
25:56 | rev: Only for bear!
25:57 | クラガリ葉月: Good thing you're a bear
25:57 | Raziel: Good thing you are a bear
26:21 | thelastshinobi56: that looks so hard to dodge
26:22 | Rob G.: Bear mind
26:33 | Megiddo: woo
26:40 | Suukotto Funsha: Good job beating Stage 1 on Lunatic
26:51 | coba cobra: strong! but slow
27:02 | Ikxi: corners are bad
27:03 | Megiddo: lol that wall
27:03 | TWAIN: bears can be really fast
27:22 | TWAIN: a human can't outrun a bear
27:32 | Rob G.: yooo, not sure about that. Can you outrun brown bear?
27:47 | Robbie TR: Bear fast enough to catch salmon in water
28:27 | BasedBug: This looks really hard, but it's good practice!
28:46 | Tachi: But the cutest
28:50 | BasedBug: Polar bear needs to drink coka cola to be faster
28:55 | rev: You will become the fastest, just need more practice
29:12 | rev: These games are all about practice
29:19 | クラガリ葉月: Very sad.
29:28 | Mechanized Doge: レモン味コーラー好きです。
29:30 | Megiddo: based taste as always
30:04 | Verijero: waterbros...
30:14 | Mechanized Doge: グッドラック
30:26 | Megiddo: it's good, playing lunatic will make other modes feel slower
30:28 | BasedBug: Waterbros got demolished last night
30:35 | thelastshinobi56: not enough speed
31:21 | WeeabooSlime: strongest bear versus strongest fairy
31:23 | 77Yuja_: you yokai??
31:25 | coba cobra: yokai use hacks
31:30 | Suukotto Funsha: At least you can beat the strongest fairy
31:33 | Nue Houjuu: 🧊
31:41 | Suukotto Funsha: Yokai are cheaters
31:43 | imalittle cupcake: I believe in you, daughter!
31:53 | rev: fairy!
31:59 | Verijero: kuma akuma?!
32:01 | rev: Are there bear youkai?
32:02 | TWAIN: cirno is a baka
32:22 | BasedBug: You really need to earn your wives this time
32:49 | Rob G.: Elon Musk is a youkai
32:56 | クラガリ葉月: 妖精は妖怪じゃないかな。。
33:33 | Chloro [クロロ]: full concentration bear
33:38 | thelastshinobi56: that's insane
33:48 | coba cobra: next time
33:55 | max r: it's hard!
34:07 | Suukotto Funsha: Cirno has baka strength
34:44 | BasedBug: Keep trying!
34:46 | ThatVidyaGuy: She's starting to believe 
34:55 | Verijero: nice
35:00 | Megiddo: just 120 subs for karaoke now, nice
35:19 | BasedBug: That's what I like to hear
35:27 | w-: Those feel like pretty fast patterns for a touhou game.
35:46 | Chloro [クロロ]: Good luck!
35:46 | Mechanized Doge: ノーマルやろう
35:49 | coba cobra: normal will be easy
35:51 | Satorin_Komeiji: sorry im late, hello kuma
36:01 | Suukotto Funsha: We believe in you Beatani
36:04 | MBmasher: i cant wait for karaoke again!!
36:12 | Raziel: Karaoke party LET'S GOOOOOO!🎈🎉🎊
36:21 | imalittle cupcake: I believe in my daughter!
36:37 | Megiddo: eighteen eighty or one thousand eight hundred and eighty
36:42 | Mechanized Doge: 待っています 😉
36:42 | BasedBug: LETS GOOO
36:47 | Icone: one thousand eight hundred and eighty
37:21 | Megiddo: sounds good!
37:29 | thelastshinobi56: Yah
37:34 | coba cobra: heavy metal
37:38 | Verijero: jibun wooo
37:41 | Rob G.: Pantera
37:42 | monkeynohito: Can you sing Cruel Angel's Thesis?
37:43 | Fettuccine フェットチーネ: 色々
37:47 | Mechanized Doge: イギリス軍艦。ｗ
37:48 | White Wyvern: marisa stole the precious thing
37:51 | Idle Bear: Slower songs
37:54 | Megiddo: oh so my favorite anisong?
37:56 | 77Yuja_: do watamote op cover
38:01 | max r: cruel angel's thesis is there on the previous karaoke
38:04 | Zlayer: bad apple :^)
38:08 | Megiddo: Anything from Mikuni Shimokawa would be amazing
38:12 | Mechanized Doge: 俺だけです。気にしないで。
38:13 | monkeynohito: ah, OK
38:17 | CommanderMichael: do you know akahitoha by megurine luka?
38:20 | Hanabi: one of my favorite songs is 夢の中へ
38:23 | Suukotto Funsha: anisong, hard rock, touhou NND songs like Cirno's Perfect Math Class
38:24 | Zhnigo: watamote op/ed?
38:25 | monkeynohito: Oh, can you sing Challa head challa?
38:27 | max r: katyusha please!!!
38:28 | Idle Bear: heavy metal bear?
38:32 | Megiddo: Enta Enta mission~
38:36 | Shippo: Before my Body is Dry
38:39 | Raziel: Another vote for katyusha
38:40 | imalittle cupcake: Bouken desho desho
38:43 | Ekusupuroshon: Bad apple please
38:43 | Zhnigo: Shimoneta ED, it has a lot of pero-peroing
38:51 | Chloro [クロロ]: any anisong is fine for me ww
38:56 | Megiddo: Spice and Wolf OP?
38:59 | Verijero: tango and enka songs obviously
38:59 | Meneltir: Katuysha would be cute
39:01 | Mechanized Doge: でもリスナーさんの中でもガルパンを見る方はいるね。
39:02 | Rye Mountain: clover club
39:16 | Verijero: spice and wolf would be amazing with bea
39:26 | Megiddo: Duvet from Serial Experiments Lain?
39:28 | monkeynohito: If Beatani can sing Enka, I love you.
39:36 | Robbie TR: Any Abba song
39:48 | 77Yuja_: good anime yea
39:53 | HashSlash: Ooh good choice Megiddo
40:23 | Mechanized Doge: アニソンだったら今流行っているウマ娘ゲームの「うまぴょい」はお好きです。
40:30 | Zhnigo: hard mode: /jp/ theme song
40:31 | max r: iosys was pretty based....
40:44 | CommanderMichael: sing the ending of watamote
40:49 | Raziel: Where is My Mind by the Pixies, copyright probably wouldn't allow it though
40:52 | pakkanen: Lonely Rolling Star would be nice karoke song
40:57 | max r: i really like shinra bansho though
41:01 | Rye Mountain: Iosys is nice
41:01 | Zhnigo: okkusenman?
41:12 | Megiddo: cool!
41:18 | pakkanen: Exactly THAT "Lonely Rolling Star" from Katamari Damacy
41:28 | Verijero: blue hearts linda linda linda!
41:36 | Verijero: and x japan would be awesome
41:36 | CommanderMichael: yes
41:39 | HashSlash: Great game
41:39 | Mechanized Doge: assuming a copyright free karaoke version exists on the net, it should be fine, I think.
41:48 | CommanderMichael: i only know katamari mambo
41:55 | Suukotto Funsha: The Crash Bandicoot Japanese song would be great
42:01 | Rye Mountain: Feel free to sing japanese songs that we may not know about as well
42:14 | pakkanen: I've played every single Keita Takahashi's games this far. All Katamari games, Noby Noby Boy, Wattam etc
42:22 | Zhnigo: don't know how popular it is, but xxxHolic OP is hugely nostalgic to me
42:22 | monkeynohito: haha
42:26 | Meneltir: Balalaika/Yaranaika
42:29 | Suukotto Funsha: Yeah that one would be adorable
42:31 | Megiddo: too cute
42:34 | Randel Shurker: WAAAAAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHHHHHH!
42:34 | Chloro [クロロ]: The Pillows would be interesting to hear
42:46 | Verijero: rosario x vampire songs for the memes
42:58 | Vitz: 涙の種、笑顔の花 が知っていますか？
43:08 | Mechanized Doge: 普通な歌声だから気にしないで。
43:22 | Megiddo: your first karaoke stream was amazing though ❤
43:34 | BakedBanana: oh
43:36 | Raziel: Beyond the Bounds from Zone of the Enders 2 for hard mode
43:41 | Weeb Filth: fard
43:44 | White Wyvern: based furikuri
43:46 | BasedBug: Early party!
43:47 | Megiddo: FLCL?
43:48 | Verijero: nice we got our karaoke bros
44:01 | White Wyvern: I like crazy sunshine
44:03 | ThatVidyaGuy: Beyond the Bounds is very good! 
44:19 | Megiddo: blues drive monster was my fav, but that whole OST is a bop
44:28 | Leyva Diaz Alejandro Ivan: easy modo ???
44:35 | Megiddo: yooooooo
44:36 | thelastshinobi56: I will listen to any song
44:36 | Ekusupuroshon: WOAH
44:36 | BasedBug: Oh shit, guitar!
44:39 | Zhnigo: UOOOHHH
44:39 | monkeynohito: suddenly...guitar!
44:40 | Mechanized Doge: she plays the guitar...
44:41 | Fettuccine フェットチーネ: Oooh
44:41 | White Wyvern: holy fuck bros whats going on
44:42 | Rye Mountain: Bear guitar !?
44:43 | ThatVidyaGuy: based daughter can play guitar
44:44 | Idle Bear: @Megiddo FLCl the pillows would be awesome. Difficult songs though.
44:44 | Jacob: talented bear daughter???
44:44 | Zlayer: GUITAR
44:46 | MBmasher: bea guitar??
44:47 | Mobius: YAAHHHHH
44:47 | Mechanized Doge: やべ！
44:47 | Tianfang's Adventures: guitar bear?!
44:49 | HashSlash: Yooooo rock out Beatani!
44:50 | Edward Blum: Play Smoke on the Water
44:51 | Stray Wolf: 😍😍😍
44:51 | Kyle: ⁉
44:52 | Ekusupuroshon: AAAAAAAAAAAAAAAAAAH
44:52 | CommanderMichael: awesome, she has a guitar!
44:52 | Megiddo: how many damn things can this bear do
44:53 | White Wyvern: JESUS FUCK I LOVE HER SO MUCH MORE NOW
44:54 | Chloro [クロロ]: Woah! Beatani can play guitar!?
44:57 | Zhnigo: this bear is a treasure
44:57 | thelastshinobi56: WHAAT 
45:00 | Idle Bear: !!!!!
45:01 | TWAIN: talented bear!
45:02 | Jackku Chan: YAH
45:02 | BasedBug: This is amazing
