-9:12 | *RSD 5,463* XeniVari: MY DAUGHTER JUST DIED, LET'S GOOOOOOOOOOOO!
1:11 | (New member) ThatVidyaGuy: うおおおおおおおおおおおお
1:32 | (New member) Margrave: 🤔
1:54 | (New member) Karren Taleb: LETS GOOOOO
1:55 | (New member) クラガリ葉月: :_sprdo:
1:58 | (New member) Fake Name: >1 dislike
2:17 | Sheep: it's chihiro
2:28 | (New member) Tachi: :_sprdo:
2:33 | (New member) Karren Taleb: I love my daughter so much.....
2:36 | (New member) Ekusupuroshon: CHIHIRO LOVE
2:45 | (New member) TWAIN: dan danandan dan dan
2:50 | (New member) max r: ⏳
2:51 | Hold Placer: KITAAAAAAAA
3:01 | (New member) The Flesh Is Weak: is she taking a express bath?
3:05 | (New member) Rye Mountain: She went back to hibernating
3:08 | (New member) The Pope: So this is the power of late night Twitter...
3:19 | (New member) Fake Name: Dads, is Chihiro also our daughter?
3:22 | (New member) max r: she just started the loading screen and left
3:33 | (New member) The Flesh Is Weak: dauther from another male
3:42 | (New member) Rye Mountain: We are god father, so chihiro is not our daughter
3:42 | (New member) Raziel: You can't rush good breakfast
3:48 | (New member) CantDood: she's probably eating breakfast right now
3:49 | (New member) Margrave: :_kita:
3:50 | (New member) TWAIN: rate the stream
3:56 | (New member) Raziel: Restart her in safe mode?
4:03 | (New member) Antonio Badilla: "HEY GUYS! You have no right to worry about me!" lel
4:04 | (New member) Jackku Chan: Chihiro was cuter than usual today.
4:04 | (New member) Stray Wolf: well looks like the bear was late because she was fighting Ame 
4:06 | (New member) Fake Name: Breakfast outta ten
4:14 | (New member) billy joe【liar】: Can you make us breakfast Bea
4:16 | (New member) ユーネ: :_sprdo::_sprdo::_sprdo:
4:16 | (New member) Ekusupuroshon: She went to sleep again this Kusogaki...
4:18 | (New member) Karren Taleb: She is probably reading and laughing at us....
4:32 | (New member) ユーネ: kusobea!
4:35 | klevly: Read and LAUGH BEATANI
4:42 | (New member) AlexMoron: Damn, I forgot how long HDDs take to boot
4:45 | (Verified, Moderator) Streamlabs: Hanabi just tipped $1.00 dayo!
4:48 | (New member) CommanderMichael: >4 minutes
5:02 | Sheep: she fell asleep again kek
5:02 | (New member) Karren Taleb: This brat....
5:03 | (New member) Ekusupuroshon: Hanabi san...
5:14 | klevly: this is still faster than my pc
5:14 | (New member) Raziel: Needs an SSD
5:16 | (New member) max r: kusogaki
5:26 | (New member) Kaiser Kebab: Woah my daughter is streaming
5:26 | (New member) The Flesh Is Weak: this was actually my XP desktop booting up... 
5:27 | (New member) LapanNaxela: Hand exercises to the intro!
5:35 | (New member) Rye Mountain: She is booting from a floppy disc
5:40 | (New member) CommanderMichael: feels like an actual windows xp kek
5:41 | (New member) Rye Mountain: Please understand
5:48 | (New member) BasedBug: :_oha::_dayo:あああああああ！
5:48 | (New member) Moeniki: I can't believe my daughter is this lazy!
5:48 | (New member) Kaiser Kebab: Cute ear
5:49 | (New member) Wayne Kerr: OHHH
5:50 | (New member) The Pope: 5400 RPM HDD... H-hayai
5:51 | (New member) Zia: Beatani, you must explain yourself.
5:52 | (New member) ユーネ: :_oha::_dayo:
5:52 | (New member) Shippo: :_oha::_dayo:
5:52 | (New member) TWAIN: ear!
5:53 | (New member) Raziel: HELLLLLOOOOOOOOO
5:54 | (New member) Karren Taleb: Peeking
5:54 | Luginov: hidden kuma
5:55 | (New member) BasedBug: Lazy bear!
5:56 | (New member) Mister Eko: DAMN YOUUUUUUUU
5:56 | Sheep: ohadayo
5:57 | (New member) Rye Mountain: OHADAYO
5:58 | klevly: can see u
5:58 | A A: BAD BEAR
5:59 | (New member) The Pope: :_oha::_dayo::_bea:
5:59 | Voltage: why bear UPOHHH
6:00 | (New member) Moeniki: kuma mimi 
6:01 | (New member) Fake Name: Beaaaaa
6:02 | (New member) RueTobas: :_oha::_dayo:
6:02 | (New member) Ekusupuroshon: BEATANI EXPLAIN
6:03 | (New member) Theblekedet: THERE YOU GO
6:03 | stuffed idiot: scuffed
6:04 | (New member) Raziel: please take responsibility
6:05 | (New member) Kofi: :_oha::_dayo:
6:05 | (New member) ThatVidyaGuy: The lazy bear is hiding
6:05 | (New member) Mister Eko: AAAAAAAAAAAAH
6:05 | (New member) AlexMoron: :_oha::_dayo:
6:06 | (New member) RueTobas: :_oha::_dayo:
6:06 | Sheep: shameful
6:06 | (New member) CantDood: uuuhhhh
6:06 | (New member) RBZE7: NAKED DOGEZA
6:06 | (New member) Jackku Chan: Naughty bear!
6:07 | (New member) max r: scuffed bear
6:07 | (New member) Wayne Kerr: :_oha::_dayo:
6:08 | (New member) gyroninja: :_oha::_dayo:
6:08 | (New member) Tianfang's Adventures: Come on out bea
6:09 | (New member) Zia: Punished bear...
6:09 | (New member) Kaiser Kebab: Beatani where are you
6:09 | (New member) Rye Mountain: Good morning sleppy bear
6:09 | (New member) LapanNaxela: It was a merchandise selling stream after all
6:09 | (New member) BasedBug: >She's still eating breakfast
6:09 | (New member) Ekusupuroshon: BEATANI EXPLAIN
6:12 | (New member) ユーネ: sneaky bear
6:12 | (New member) billy joe【liar】: Wake up!
6:14 | (New member) nona: Your OBS scene reps...
6:15 | (New member) Karren Taleb: :_oha::_dayo:
6:15 | Voltage: SHY bear LETSS GGOOO
6:21 | SpaceTalon: YAH!
6:21 | (New member) Randel Shurker: I see the bear head
6:22 | (New member) Zyadarya: :_oha::_dayo:
6:23 | (New member) Ludd: おはだよおおおおおおおお
6:23 | Otael: OHADAYO!!!!!
6:24 | (New member) Suukotto Funsha: :_oha::_dayo: sleepy bear
6:25 | (New member) Karren Taleb: WAKE UP!!!
6:26 | (New member) Raziel: It's all good
6:27 | (New member) BasedBug: Ohあdayo?
6:28 | (New member) Zia: Punished beatani...
6:28 | Voltage: EATING BEAR
6:28 | (New member) Megiddo: Ohadayo sleepy bear~
6:29 | (New member) TWAIN: うおおおお
6:30 | (New member) ユーネ: :_oha::_dayo:
6:30 | (New member) Canna: Each dad spanks her once, go. 
6:30 | (New member) Randel Shurker: Bear is hiding, dads!
6:31 | bob saggit: UOHHHHHHHHHHHHHH
6:31 | (New member) Moeniki: Bea...
6:33 | (New member) 77Yuja_: obs....
6:33 | (New member) Ekusupuroshon: OI
6:34 | hustler one: BEATANI AWAY
6:34 | (New member) LassesAffar: konkani!!!
6:35 | (New member) Karren Taleb: :_oha::_dayo:
6:35 | klevly: ohadayo!
6:36 | (New member) CantDood: don't worry she said
6:36 | Sheep: embarrassed bear ahah
6:37 | (New member) PT's Sleepy Corner: ear bear
6:37 | (New member) Ludd: sleepy bear
6:37 | (New member) hohoemikuma: OKIRO
6:38 | R T: WAKE UP BEAR
6:39 | (New member) AlexMoron: It's all broken
6:39 | (New member) BasedBug: Shameful! AWAY!
6:40 | (New member) Koruru: Ohadayo lazy bear~
6:40 | (New member) ユーネ: I hope you slept well
6:41 | Voltage: HWAT DO YOU EAT ON XP HILL
6:42 | (New member) Stray Wolf: Ohadayo Beatani
6:44 | (New member) Mister Eko: DAMN YOU GUMA :_sprdo:
6:44 | stuffed idiot: おはだよ！
6:45 | (New member) hohoemikuma: :_oha: :_dayo: :_bea:
6:46 | (New member) ThatVidyaGuy: Sleep AWAY!
6:48 | (New member) Kaiser Kebab: WAKE UP!
6:48 | (New member) ユーネ: WAKE UP
6:51 | (New member) The Flesh Is Weak: :_oha::_dayo::_sprdo:
6:51 | (New member) CantDood: no need to be concerned she said
6:51 | (New member) XeniVari: You have a lot of explaining to do, young lady!
6:52 | (New member) Ekusupuroshon: SHAMUFURU DISPUREI
6:53 | Mizuki Arisu: cute!!!
6:55 | (New member) skrong: DOGEZA NOW
6:56 | (New member) BasedBug: WAKE UP! NO MEDS!
6:56 | (New member) Moeniki: wakey wakey bea
6:56 | (New member) TWAIN: :_oha::_dayo::_sprdo:🍀
6:57 | (New member) The Pope: Mowwwwwww
6:58 | (New member) Sol Codguy: Ohあdあyo sleepy head!
6:59 | (New member) hohoemikuma: meds too strong :_sprdo: 
7:02 | (New member) Zia: So... what's your excuse
7:03 | (New member) Suukotto Funsha: Time to wake up
7:05 | (New member) Kaiser Kebab: :_oha::_dayo:
7:05 | (New member) Stray Wolf: ohayo 
7:07 | (New member) Tachi: :_kita:
7:09 | klevly: WAKE UP
7:09 | (New member) ユーネ: 草
7:09 | (New member) Rye Mountain: No more twitter at night!
7:11 | (New member) Tianfang's Adventures: Good morning!
7:12 | Ark K.: beatani forgot her meds
7:12 | Voltage: SLEEPPYY. KUMA ON XP HILL LETSS GOOOO
7:13 | (New member) The Flesh Is Weak: she's naked
7:13 | (New member) Ekusupuroshon: EYES OPEN NOW
7:14 | (New member) max r: WAKE UP
7:15 | (New member) ユーネ: :_kita:
7:16 | (New member) LapanNaxela: move away fro mthe camera bea
7:18 | (New member) Kaiser Kebab: WAKE UP BEAR
7:20 | stuffed idiot: stayed up to long kusoposting is my guess
7:20 | (New member) Zia: I'm not angry I'm just disappointed....
7:20 | (New member) BasedBug: WAKE UP
7:21 | (New member) RueTobas: This is what happens when you shitpost too much
7:21 | (New member) Raziel: *record scratch, freeze frame* Yep, that's me
7:22 | (New member) Ludd: 起きてべあたに
7:23 | Sheep: cute
7:24 | (New member) Fake Name: I told you not to take your meds Bea
7:25 | Voltage: no more night shitpost for you
7:25 | (New member) Hanabi: :_oha::_dayo:
7:26 | (New member) TWAIN: PILLOW AWAY
7:27 | (New member) XenMaster220: Welcome to For Emote Kids!
7:32 | (New member) Raziel: あああああああああああああ
7:32 | (New member) Megiddo: so about that 24 hour No Twitter challenge...
7:33 | (New member) Kaiser Kebab: :_oha::_dayo:
7:34 | (New member) Moeniki: dogeza jikan
7:36 | (New member) BasedBug: You're on twitter for too long!
7:37 | (New member) Karren Taleb: OHADAYO!!!!
7:38 | (New member) Ekusupuroshon: Such a kuso daughter!
7:38 | (New member) billy joe【liar】: もーーーーーー
7:39 | (New member) ユーネ: クソベア
7:40 | (New member) Cave Johnson: MY BEAR
7:43 | (New member) Jackku Chan: 46 minutes of quality content so far! I love it!
7:43 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: @Voltage kusa salad
7:44 | (New member) Zyadarya: Good morning Bea!
7:44 | Otael: Morning bear voice is cute!
7:45 | (New member) Theblekedet: NO TWITTER AFTER 10PM
7:46 | (New member) Kaiser Kebab: hİ
7:49 | (New member) ThatVidyaGuy: So this is what happens when you take your meds.
7:49 | (New member) RueTobas: No more shitposting Bea
7:52 | (New member) Mister Eko: CUTE
7:53 | (New member) Canna: Ohadayo!
7:54 | (New member) Kaiser Kebab: :_oha::_dayo:
7:55 | (New member) The Pope: :_oha::_dayo:
7:56 | Shaddox: no lower body monkaS
7:56 | (New member) CommanderMichael: Ohadayo~~~
7:56 | (New member) BasedBug: Ohadayo!
7:56 | (New member) The Flesh Is Weak: :_oha::_dayo:
7:57 | (New member) ThatVidyaGuy: :_oha::_dayo:
7:58 | (New member) Rye Mountain: :_oha::_dayo:
7:58 | (New member) Moeniki: :_oha::_dayo:
7:58 | (New member) ユーネ: ohadayo~
8:00 | (New member) Randel Shurker: We've established that we need to take away your twitter privileges.
8:00 | (New member) Suukotto Funsha: Ohadayo sleeping kuma
8:00 | (New member) Takahama Nuuta: :_oha::_dayo:
8:00 | Voltage: mornin bear letss goooo
8:01 | (New member) Raziel: :_oha::_dayo::yougotthis::yougotthis:
8:02 | (New member) anonEDM: :_oha::_dayo:
8:02 | (New member) Koruru: :_oha::_dayo:
8:02 | stuffed idiot: おはだよ！
8:03 | (New member) The Pope: You're GROUNDED
8:03 | (New member) MBmasher: :_oha::_dayo:
8:03 | (New member) AlexMoron: :_oha::_dayo:
8:04 | Sheep: good morning!! ahah
8:05 | (New member) Karren Taleb: :_oha::_dayo:
8:06 | (New member) gyroninja: :_oha::_dayo:
8:06 | (New member) ユーネ: :_oha::_dayo:
8:07 | (New member) Theblekedet: :_oha::_dayo:□:_bea:
8:07 | (New member) PT's Sleepy Corner: :_oha::_dayo:
8:07 | (New member) Zia: ...not angry ...just disappointed
8:08 | (New member) Fake Name: Good morning sleepy bear
8:09 | (New member) Wayne Kerr: and dads?!?!?!
8:10 | (New member) RueTobas: :_oha::_dayo:
8:11 | (New member) CantDood: she's alive!
8:12 | (New member) BasedBug: Where was (you)?
8:16 | (New member) max r: did you just forget your name?
8:19 | (New member) imalittle cupcake: Ohadayo!
8:20 | Voltage: fish soundss
8:20 | (New member) Kaiser Kebab: Woah
8:22 | (New member) Ekusupuroshon: SLEEPAGAI CHISATO
8:23 | (New member) Zia: Leatani
8:24 | (New member) anonEDM: My daughter is so cute
8:25 | (New member) Antonio Badilla: Did the train get delayed?
8:26 | (New member) Karren Taleb: :_oha::_dayo:
8:27 | (New member) Moeniki: cute morning voice
8:27 | (New member) ユーネ: who is (you)
8:30 | (New member) Tianfang's Adventures: Cute
8:32 | (New member) 77Yuja_: beadani :_sprdo:....
8:36 | (New member) BasedBug: Lazy bear!
8:39 | (New member) Tachi: :_dayo::_oha::_bea:
8:39 | klevly: glad you woke up!
8:40 | (New member) Kaiser Kebab: Kawaii
8:40 | (New member) ユーネ: :_sprdo:
8:50 | (New member) BasedBug: あああああ
8:54 | (New member) CantDood: who?
8:54 | (New member) max r: hi chihiro
8:56 | (New member) Suukotto Funsha: Beadani :_sprdo: lol
8:56 | *$2.00* billy joe【liar】: おはようクソクマ！
8:56 | (New member) hohoemikuma: :_oha: :_dayo:
9:00 | (New member) TWAIN: YES, YOU ARE BEATANI
9:01 | (New member) ThatVidyaGuy: Beadtani Sleepato
9:03 | (New member) Zia: Dodgeza
9:04 | (New member) Ekusupuroshon: CHIHIRO LOVE
9:05 | (New member) Moeniki: dogeza
9:08 | (New member) Canna: [24 hour break from twitter] 
9:15 | (New member) Raziel: Everyone asks who is (you), they never ask how are (you)
9:16 | Sheep: too much twitter shitpost lol
9:19 | (New member) Margrave: No more twitter...
9:20 | (New member) Mister Eko: I CAN'T BELIEVE THIS
9:21 | (New member) ユーネ: Bear can do no wrong
9:21 | (New member) BasedBug: She's translating her words, that's how tired she is
9:23 | klevly: will never forgive :V
9:24 | (New member) Kaiser Kebab: Cute! 
9:30 | (New member) The Pope: DOGEZA
9:31 | Voltage: no more twitteerrrrrr
9:37 | (New member) Ekusupuroshon: Naked dogeza
9:37 | (New member) Mister Eko: the first yab...
9:38 | (New member) RueTobas: DOGEZA
9:38 | (Verified, Moderator) Streamlabs: billy joe【liar】 just superchatted $2.00!
9:40 | (New member) Stray Wolf: GUH 
9:41 | (New member) Jackku Chan: You didn't oversleep, we were just really early!
9:41 | Voltage: SLLEEEEP STREAM LETS GOOOO
9:41 | (New member) Tianfang's Adventures: all forgiven
9:41 | (New member) Moeniki: Gu
9:45 | (New member) BasedBug: No more meds, no more late-night twitter
9:50 | (New member) TWAIN: doge 'za
9:54 | Lodowa Wrozka: big dogeza time
9:56 | (New member) RueTobas: banned from shitposting
9:58 | (New member) ユーネ: MORE SLEEP
10:07 | (New member) Rye Mountain: No more night tweeting, dads orders
10:08 | (New member) ユーネ: 森
10:12 | (New member) CantDood: this calls for punishment
10:14 | (New member) Theblekedet: No twitter after 10pm
10:16 | Ark K.: apologize stream
10:22 | Sheep: omori lol
10:25 | (New member) BasedBug: Omori will be rescheduled, this is an apology stream
10:26 | (New member) Ekusupuroshon: Call the press and make an apologize
10:27 | (New member) The Pope: 24 hour endurance dogeza stream
10:33 | (New member) Canna: I think it was RFA 
10:34 | (New member) ユーネ: 草
10:39 | (New member) Moeniki: the stream is already over
10:40 | (New member) Suukotto Funsha: Rollercoaster appreciation stream
10:46 | (New member) Megiddo: superchat forbidden?
10:54 | (New member) The Flesh Is Weak: orz stream
10:56 | (New member) billy joe【liar】: ecchi ASMR stream today
10:56 | (New member) Mister Eko: not allowed
11:00 | (New member) BasedBug: Superchat AWAY
11:03 | Woop Woop: Prohibited 
11:15 | (New member) ユーネ: supporting Bea is always appropriate!
11:21 | (New member) AlexMoron: Don't be a foolish dad
11:24 | (New member) BasedBug: How about an early-morning RFA stream to wake you up?
11:24 | (New member) Matthew: Money is for punctual bears only
11:25 | (New member) max r: oil balon
11:25 | (New member) The Pope: きんし = "Banned"
11:31 | (New member) Ekusupuroshon: I'm going to cry.. my daughter can't even wake up on time...
11:48 | (New member) XeniVari: That's the joke.
11:53 | (New member) Zia: Akasupa to buy a better ALARM
11:59 | (New member) Raziel: for the lulz
12:01 | (New member) ThatVidyaGuy: Rollercoaster Tycoon 2 punishment stream
12:02 | (Verified, Moderator) Streamlabs: RueTobas just tipped $3.00 dayo!
12:11 | (New member) Raziel: based Rue
12:16 | *$1.99* Megiddo
12:27 | hustler one: based 
12:27 | (New member) Theblekedet: lol
12:28 | (New member) BasedBug: Too tired to read!
12:29 | (New member) Matthew: Oof
12:29 | (New member) ユーネ: 森
12:32 | (New member) Stray Wolf: :_kita::_kita::_kita:
12:34 | (New member) Ekusupuroshon: Oil baron...
12:37 | (New member) Rye Mountain: The message is a common meme, its not real
12:38 | (Verified, Moderator) Streamlabs: Megiddo just superchatted $1.99!
12:41 | (New member) Raziel: Guys, it's a party!
12:41 | Sheep: it's another inside joke lol
12:42 | (Verified, Moderator) Streamlabs: max just tipped $5.00 dayo!
12:42 | (New member) CommanderMichael: beatani, the message is just a meme
12:46 | (New member) Margrave: :_kita::_kita::_kita:
12:48 | (New member) skrong: it's a joke message
12:52 | (New member) CantDood: I guess you could say the guilt is too much to bear
12:55 | (New member) The Pope: It's a meme
12:56 | (New member) Margrave: oh no...
12:56 | (New member) Matthew: □
12:58 | (New member) The Flesh Is Weak: LET'S GOOOO
13:00 | A A: LET'S GOOOOOOO
13:02 | (New member) 77Yuja_: Lets gooooo
13:03 | Woop Woop: kek
13:03 | (New member) Sol Codguy: How did the Omori stream become an apology stream become a party stream...
13:05 | (New member) RBZE7: I'm so glad you actually survived....
13:05 | (New member) ユーネ: (you)
13:05 | (New member) Theblekedet: let's goooo
13:06 | (New member) Kaiser Kebab: Serbian oil balon
13:13 | (New member) Mister Eko: oh no
13:21 | (New member) Mister Eko: she knows everything
13:26 | (New member) Rye Mountain: "my xxxxxx just died lets gooooooo!" is a meme
13:27 | (New member) LassesAffar: こわっ
13:28 | Voltage: xenivari, i kneeel.......
13:28 | (New member) skrong: lmao
13:29 | Sheep: oh man ahah
13:31 | (New member) max r: K Y
13:32 | (New member) ユーネ: foolish dads
13:32 | (New member) Ekusupuroshon: He's low on context
13:34 | (New member) Jackku Chan: He's very high-context
13:35 | (New member) Moeniki: hidoi
13:36 | (New member) Jackku Chan: You just don't get him
13:38 | (New member) Firstname Lastname: Oil Barons BTFO
13:38 | (New member) CommanderMichael: she knows?
13:42 | (New member) Raziel: How would you know the atmosphere, you weren't here
13:45 | *€3.14* Zia: For the Alarm clock fund
13:46 | (New member) BasedBug: READ THE 大気
13:48 | (New member) ユーネ: low context dad
13:49 | (New member) Fake Name: It's a meme from when people ruin the mood by superchatting about a dead relative
13:50 | (New member) The Pope: Lol read the room Xeni, jeez man
13:52 | (New member) TWAIN: smug bear
13:52 | (New member) Randel Shurker: No atmosphere to read here!
13:57 | Lodowa Wrozka: my dog also died today
13:58 | (New member) CantDood: yeah she doesn't know anything
14:01 | Radio Calico: beatani wa, warukunai yo ne
14:03 | (New member) The Pope: Cookie yomi
14:07 | (New member) Megiddo: can't get mad at sleeping bear
14:08 | (Verified, Moderator) Streamlabs: Zia just superchatted €3.14!
14:11 | (New member) gyroninja: I am free all day though
14:11 | (New member) Ekusupuroshon: SPANKING TIME
14:19 | (New member) ユーネ: BEATANI DID NOTHING WRONG
14:28 | (New member) RBZE7: you were just doing your hibernating reps
14:37 | (New member) LapanNaxela: My daughter just streamed, let's go!
14:48 | (New member) Zia: Please apologize
14:50 | Voltage: sleepppyyy kuma from twitterrrrr
14:51 | (New member) The Flesh Is Weak: punishment stream:_sprdo:
14:51 | Sheep: ranting on twitter lmao
14:52 | (New member) The Pope: Twitter kinshi
14:54 | (New member) 77Yuja_: what happened to the time management circle
14:54 | *$0.99* billy joe【liar】
14:55 | (New member) BasedBug: No more shitposts, no more meds
14:56 | (New member) Mister Eko: AAAAAAAAAAAAAH
14:56 | (New member) Megiddo: Beatani was shitposting full force yesterday
14:56 | (New member) Canna: It was worth it 
14:56 | (New member) Tachi: Stayed up kusoposting
14:56 | (New member) ユーネ: foolish bear
14:57 | (New member) Matthew: Smh
14:59 | VerticalCloud: it's all good
15:00 | (New member) Fake Name: Classic Twitter oversleeping
15:01 | stuffed idiot: TWITTER ADDICT
15:01 | (New member) Zeng: shitposting is important
15:07 | (New member) Moeniki: Well, you were doing your shitpost reps. It's okay
15:07 | (New member) Firstname Lastname: It was fun though
15:09 | ccc cc: She was up all night with me on discord. Sorry bros. 
15:12 | Mizuki Arisu: too busy bullying her dads...
15:14 | (New member) Ekusupuroshon: Beatani was cringe yesterday...
15:16 | (New member) Verijero: are we punishing bea?
15:17 | (New member) TWAIN: 許す
15:19 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: Shitpost Overdose
15:19 | (New member) Ludd: hmmm i wonder if we can forgive you
15:22 | (New member) Karren Taleb: :_yah:
15:25 | *$2.00* BasedBug: I will read the 大気 , no more Twitter!
15:26 | (New member) ThatVidyaGuy: Beatani is a shitposting addict
15:26 | (New member) CantDood: when you make a mistake you have to apologize
15:27 | (New member) Rye Mountain: Honestly I'm just happy to get a stream at all. It's fine.
15:29 | (New member) Stray Wolf: too much discord 
15:35 | (New member) CommanderMichael: I KNEW IT
15:35 | cycochaos2: How could you do this to us
15:36 | (New member) ユーネ: kusoposting bear..
15:36 | (New member) Mister Eko: as long as you understand...
15:37 | (New member) CommanderMichael: hahaha
15:38 | (Verified, Moderator) Streamlabs: billy joe【liar】 just superchatted $0.99!
15:39 | (Verified, Moderator) Streamlabs: BasedBug just superchatted $2.00!
15:40 | (New member) Tianfang's Adventures: No greater task than that of shitposting. I understand.
15:41 | Magius: Hi Beatanai! First time coming to one of your streams on time
15:46 | (New member) Verijero: discordbros...
15:53 | *A$2.00* MBmasher: i forgive you
15:56 | (New member) XeniVari: The first time is always forgiven.
16:00 | (New member) AlexMoron: So much for that No Twitter Challenge
16:01 | (New member) Fake Name: Cute apologetic bear
16:07 | (New member) TWAIN: comfy chair
16:10 | (New member) Koruru: all is forgiven, doing your shitpost reps is important afterall
