-1:39:08 | (Owner) Beatani Ch. 熊谷ちさと: aaa
0:28 | (New member) Theblekedet: :_sprdo::_sprdo::_sprdo::_sprdo:
0:32 | (New member) Megiddo: :buffering:
0:37 | (New member) Ekusupuroshon: Grey bros...
0:38 | (New member) gyroninja: :_kita:
0:40 | (New member) Theblekedet: :buffering::buffering:
0:44 | (New member) TWAIN: stream is dropping frames massively
0:46 | (New member) Tachi: guru guru..
0:47 | (New member) XenMaster220: :_kita:
0:48 | (New member) nona: The grays did this.
0:49 | (New member) anonEDM: :_kita:
0:53 | (New member) Rye Mountain: oh no
0:59 | (New member) A A: F grays.
1:00 | (New member) Ark K.: >15 watching
1:03 | (New member) ShadySheikah: Welcome to For My Family!
1:06 | (New member) TWAIN: it's not :buffering:yet but it's not in a good state either
1:25 | (New member) Luginov: youtube...
1:26 | (New member) ShadySheikah: :buffering:
1:28 | (New member) Mister Eko: THE STREAM HAS DIED LET'S GOOOOOOOOOOOOO
1:29 | (New member) Rye Mountain: I can't believe twain did this
1:31 | (New member) Mister Eko: sigh
1:33 | (New member) Mastigos Wilkins: emote hate
1:35 | (New member) Mister Eko: back?
1:36 | (New member) Tachi: IKZ
1:45 | (New member) Ark K.: why would gray names do this???
1:48 | (New member) Ekusupuroshon: MY OSHI'S STREAM IS DEAD LET'S GOOOO
1:49 | (New member) TWAIN: working now i guess
1:49 | (New member) Tachi: It's seems fine now :_sprdo:
1:53 | (New member) Steven Frati: Another day on XP hill.
1:55 | (New member) Rye Mountain: It's smooth!
1:56 | (New member) XenMaster220: susan, fuck you!
2:06 | (New member) Mister Eko: Greys did this...
2:23 | (New member) Xayn: uoooooh tight bandwith 😭
2:25 | (New member) Kazoo: XP hill needs better fiber optic cables
2:38 | (New member) TWAIN: 144p LET'S GOOOOOOOOOO
2:44 | (New member) Big Gold: Why is there #OMORI in the description?
2:53 | (New member) nona: If it happens again she might need to turn the stream members only :^)
3:01 | (New member) Ark K.: because this is omori stream
3:03 | (New member) Mister Eko: every stream is an omori stream
3:05 | (New member) Kazoo: bait stream
3:08 | (New member) Rye Mountain: 255x144 pixels of pure love
3:09 | (New member) Zhnigo: because it's a zatsudan
3:48 | (New member) Ekusupuroshon: Omori...
3:54 | (New member) Luginov: :_oha::_dayo:
3:56 | (New member) Peer: ohadayo
3:56 | (New member) Rye Mountain: :_oha::_dayo:
3:57 | (New member) Tachi: :_oha::_dayo:
3:57 | (New member) XenMaster220: :_oha::_dayo:
3:58 | (New member) gyroninja: :_oha::_dayo:
3:58 | (New member) Margrave: :_oha::_dayo::_yah::_sprdo:
3:58 | (New member) Megiddo: Ohadayo~
3:58 | (New member) Kofi: :_oha::_dayo:
3:59 | (New member) Ark K.: :_oha::_dayo:
4:00 | (New member) Mister Eko: :_oha::_dayo:
4:00 | (New member) PT's Sleepy Corner: :_oha::_dayo::_bea:
4:00 | (New member) TWAIN: :_oha::_dayo::_sprdo:🍀
4:00 | (New member) Shippo: ohadayo
4:02 | (New member) anonEDM: :_oha::_dayo:
4:03 | (New member) Ekusupuroshon: Beeaaaaaaa
4:03 | (New member) Hanabi: :_oha::_dayo:
4:05 | (New member) Suukotto Funsha: :_oha::_dayo: Bea
4:05 | (New member) Zia: It's her
4:06 | (New member) LassesAffar: :_oya
4:06 | (New member) Ekusupuroshon: :_oha::_dayo:
4:09 | (New member) Steven Frati: :_oha::_dayo:
4:09 | (New member) Big Gold: :_oha::_dayo:
4:12 | (New member) Mister Eko: IKZZZZZZZZZ
4:12 | (New member) LassesAffar: :_oha::_dayo:
4:12 | (New member) Zhnigo: bear tony!
4:12 | (New member) Ekusupuroshon: :_oha::_dayo:
4:17 | (New member) ShadySheikah: :_oha::_dayo:
4:17 | (New member) Ark K.: wait, is the chat members only?
4:18 | (New member) TWAIN: "please call me" ok gimme a sec
4:19 | (New member) Theblekedet: :_oha::_dayo:□:_bea:
4:19 | (New member) A A: Good night for you.
4:21 | (New member) Zhnigo: :_oha::_dayo::_sprdo:
4:21 | (New member) Kazoo: :_oha::_dayo:
4:21 | (New member) Ekigo: :_oha::_dayo:
4:22 | (New member) Ark K.: baswd
4:28 | (New member) Stray Wolf: ohadayo 
4:31 | (New member) Ekusupuroshon: Bea so cute!
4:33 | (New member) Mister Eko: Beatoriche...
4:36 | (New member) Tuffee: :_oha::_dayo:
5:04 | (New member) Zhnigo: OGADAYO :_sprdo:
5:05 | (New member) Ark K.: bay a tan ee
5:09 | (New member) Zia: Hmm?
5:09 | (New member) Rye Mountain: Dads remember to set speed to 2x to sync to present, I was quite far back
5:17 | (New member) Stray Wolf: :_sprdo:
5:35 | (New member) Rye Mountain: It works now
5:38 | (New member) Ekusupuroshon: oh no ...
5:39 | (New member) Hanabi: seems fine to me
5:40 | (New member) TWAIN: stream is fine now
5:40 | (New member) RBZE7: ohadayo
5:43 | (New member) A A: Youtube sucks.
5:44 | (New member) Ark K.: it's gucci now
5:46 | (New member) Mister Eko: f5?
5:47 | (New member) Stray Wolf: oh no 
6:00 | (New member) Antonio Badilla: おはだよ
6:05 | (New member) Theblekedet: got it rye
6:14 | (New member) Stray Wolf: don't jinx it 
6:15 | (New member) hohoemikuma: :_oha: :_dayo: 
6:17 | (New member) Ekusupuroshon: Bea is a YouTube videos reaction channel now?
6:21 | (New member) Mister Eko: :_oha::_dayo:
6:29 | (New member) Tachi: ogey
6:32 | (New member) Ark K.: watchalong stream?
6:36 | (New member) AdrenalineL1fe: maybe videos, but def not music
6:40 | (New member) Kofi: its probably fine
6:45 | (New member) Suukotto Funsha: Oh, what are we watching?
6:49 | (New member) Margrave: Reaction arc starts now
6:49 | (New member) Mister Eko: I'll grab the popcorn
6:53 | (New member) Ekusupuroshon: my nekumolity...
6:55 | (New member) Theblekedet: it's fair use probably
6:57 | (New member) gyroninja: Well at least avoid things like music videos
6:57 | (New member) Zia: Youtube seems fine, many people do it?
6:57 | (New member) Mister Eko: Hiroyuki...?
7:03 | (New member) Hanabi: it's always risky because the automated system is a crapshoot but as long as it doesn't have copyrighted music and isn't from a movie, it'll probably be fine
7:06 | (New member) Lewdcina: Welcome to For Emote Kids!
7:06 | (New member) Rye Mountain: It depends on if the author of the video strikes you
7:06 | (New member) Ark K.: as long as there's no music, i think it's fine?
7:13 | (Owner) Beatani Ch. 熊谷ちさと: https://www.youtube.com/watch?v=nlCazxhTx6w
7:14 | (New member) Antonio Badilla: my daughter becamed a reaction youtuber lets goooo
7:14 | (New member) Mister Eko: a new rival...
7:33 | (New member) TWAIN: aaaa i clicked the link and bea vanished
7:34 | (New member) Zhnigo: >3dpd
7:43 | (New member) Megiddo: Haambaaga
7:47 | (New member) Mister Eko: OK
7:47 | (New member) Hanabi: worst case scenario, just post a link and tell people to sync with it instead of showing on screen
7:54 | (New member) Suukotto Funsha: ok
7:56 | (New member) Kofi: okay
7:59 | (New member) anonEDM: 🍔 time
7:59 | (New member) Ark K.: oh shit, i'm on phone
7:59 | (New member) Ekusupuroshon: oh no... reaction channel now ..
8:00 | (New member) gyroninja: mobile bros...
8:05 | (New member) Rye Mountain: I'm happy to have multiple screens now
8:09 | (New member) Luginov: ogey
8:17 | (New member) Ekusupuroshon: she ended the stream?
8:34 | (New member) Antonio Badilla: paused it
8:37 | (New member) Big Gold: No
8:41 | (New member) Mister Eko: I'm ready for cringe
8:41 | (New member) Ark K.: beatani, gomen. i'm on mobile :(
8:49 | (New member) AdrenalineL1fe: no, it's live
9:01 | (New member) ShadySheikah: maybe?
9:03 | (New member) Hanabi: borgar
9:09 | (New member) Zhnigo: HANBAAGA
9:15 | (New member) TWAIN: phoneposters begone!
9:19 | (New member) Rye Mountain: F to mobile bros
9:21 | (New member) Zhnigo: 🍔hamburger🍔
9:22 | (New member) Mister Eko: asmr watchalong let's goooooooo
9:27 | (New member) hohoemikuma: mobile kids w
9:35 | (New member) Luginov: bliss
9:35 | (New member) Margrave: Phone dads...
9:36 | (New member) Mr Crimson: mobile cringe
9:44 | (New member) Ark K.: mobile kids :pien:
9:50 | (New member) Rye Mountain: GO
9:57 | (New member) Zhnigo: wasn't this an emote drawing stream...
10:03 | (New member) Megiddo: HAAMBAAGA
10:18 | (New member) Mister Eko: bea...
10:20 | (New member) BRAD AEON 720: RIP more emotes for kids
10:22 | (New member) Luginov: beatani..
10:23 | (New member) Zhnigo: bea, your meds...
10:24 | (New member) Margrave: That's too many...
10:25 | (New member) anonEDM: this isn't going to be an MP potion making I hope...
10:25 | (New member) Rye Mountain: Nice
10:27 | (New member) Ekusupuroshon: what...
10:30 | (New member) Kofi: many burger
10:35 | (New member) Xayn: What's funny
10:35 | (New member) XenMaster220: lol
10:35 | (New member) Hanabi: he's having the typical american snack
10:35 | (New member) Tuffee: oh no
10:37 | (New member) Megiddo: 20 cheeseburgers
10:39 | (New member) Steven Frati: My American pride is swelling!
10:39 | (New member) Suukotto Funsha: That's too many burgers
10:47 | (New member) Mister Eko: ...are we watching the same video...?
10:48 | (New member) Xayn: Is this just a mukbang
10:52 | (New member) Rye Mountain: This is the daily meal of the average american
10:57 | (New member) anonEDM: >showng my breakfast on stream
10:59 | (New member) Kofi: why so much laughing lmaooo
11:02 | (New member) Margrave: She's laughing already...
11:03 | (New member) Tachi: !?!?
11:04 | (New member) Zhnigo: bears instinctually laugh at burgers in the same way cats are scared of cucumbers
11:05 | (New member) ShadySheikah: Bea already broken
11:09 | (New member) Ekusupuroshon: she laughs to mukbangs...
11:14 | (New member) Ark K.: hmm bea's laugh is cute and funny
11:18 | (New member) Einaer: lol
11:23 | (New member) Suukotto Funsha: 20 burgers, that's 2 tens
11:24 | (New member) Tuffee: quality hamburger content
11:27 | (New member) Xayn: Eating too much = comedy in japan
11:33 | (New member) TWAIN: i'm laughing at bea's laughing
11:34 | (New member) Zia: I'll pretend I understand
11:40 | (New member) Lewdcina: borgere
11:41 | (New member) Ekusupuroshon: Japan's comedy...
11:47 | (New member) Luginov: it's too cute not to laugh along with
11:55 | (New member) Margrave: Burger tower?
11:55 | (New member) Zhnigo: a normal day for american bros
11:56 | (New member) Rye Mountain: For the mobile bros: It's a japanese guy eating 20 burgers in one sitting
11:59 | (New member) BRAD AEON 720: I see so that's how it is (<- doesn't get it at all)
12:02 | (New member) Stray Wolf: they don't even have sauce... 
12:02 | (New member) Megiddo: candles?
12:02 | (New member) hohoemikuma: ぜんぜんわからん 🤔
12:04 | (New member) Steven Frati: Bea appreciating the complex absurdity of the algorithms.... 
12:05 | (New member) Suukotto Funsha: Wait, candles?
12:08 | (New member) Megiddo: for Bea's birthday?
12:10 | (New member) Mister Eko: american bros... is this your breakfast...?
12:15 | (New member) Margrave: Birthday burger cake?
12:15 | (New member) Zhnigo: beal bloken...
12:16 | (New member) Ark K.: jabanese humer:_sprdo:
12:18 | (New member) Stray Wolf: what? 
12:19 | (New member) ShadySheikah: There's your birthday cake Beatani!
12:19 | (New member) anonEDM: yes
12:25 | (New member) Rye Mountain: A traditional american birthday cake
12:27 | (New member) Suukotto Funsha: Burger cake?
12:35 | (New member) Margrave: This is your bday cake..
12:44 | (New member) Lewdcina: this was my breakfast
12:48 | (New member) Antonio Badilla: and a small coke
12:48 | (New member) Stray Wolf: birthday burger? 
12:53 | (New member) Zhnigo: 1.2 milion views...
12:53 | (New member) 77Yuja_: 何でやねん
12:58 | (New member) Stray Wolf: HBD!
13:02 | (New member) Rye Mountain: For the mobile bros: He made a tower of macdonalds burgers and decorated it with birthday candles
13:03 | (New member) Steven Frati: Hamboorguh caku is a traditional American mid morning snack.
13:03 | (New member) anonEDM: It's beautiful
13:04 | (New member) Zhnigo: he couldn't even blow it out
13:09 | (New member) Ekusupuroshon: funny hahaha.... funny...
13:14 | (New member) RBZE7: what is she laughing at
13:15 | (New member) TWAIN: i want a burger now
13:20 | (New member) Theblekedet: that wheeze
13:21 | (New member) Mister Eko: Bea...
13:22 | (New member) Ark K.: arigato, rye san
13:26 | (New member) Hanabi: this is a light meal for us americans
13:28 | (New member) Zhnigo: i'm worried
13:46 | (New member) Luginov: she enjoys the nonsense
13:46 | (New member) anonEDM: she is laughing at the american breakfast
13:47 | (New member) Mister Eko: RATE THE VIDEO
13:47 | (New member) TWAIN: "i don't know" lmao
13:51 | (New member) A A: Bea is broken.
13:52 | (New member) Zhnigo: what about the remaining 19 burgers
13:54 | (New member) 77Yuja_: it looks like a snack
13:55 | (New member) Kofi: bea?
13:56 | (New member) Suukotto Funsha: He's very charismatic
14:00 | (New member) ShadySheikah: I feel enlightened, I think
14:01 | (New member) Lewdcina: not enough burgers
14:07 | (New member) Kazoo: looks like a phycopath laughing at black screen
14:07 | (New member) Rye Mountain: Quality content
14:14 | (New member) gyroninja: @anonEDM I should send that in for the contest
14:16 | (New member) Mister Eko: I'm worried
14:19 | (New member) Steven Frati: Isn't it a bit disingenuous to only eat one burger?
14:23 | (New member) TWAIN: HANG IN THERE BEA
14:28 | (New member) Zhnigo: 🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔🍔 <- laugh
14:31 | (New member) A A: Americans are called burgers by most of the world..
14:34 | (New member) Luginov: 1/10 video, 10/10 cute bea laughs
14:34 | (New member) Tachi: Blain broken
14:36 | (New member) Megiddo: See you next cheesburger!
14:38 | (New member) Stray Wolf: I still think those borgers need sauce 
14:38 | (New member) Rye Mountain: SEE YOU NEXT CHEESE BURGER
14:41 | (New member) Mister Eko: He has a guitar now
14:46 | (New member) Peer: bea laugh....
14:49 | (New member) Suukotto Funsha: Well that was something
14:49 | (New member) Margrave: Burger/10
14:50 | (New member) Stray Wolf: no ketchup, no mayo... 
14:53 | (New member) Ekusupuroshon: don't even try to understand what happened just now
14:56 | (New member) Stray Wolf: 5/10
15:01 | (New member) Mister Eko: Bea can't stop laughing / 10
15:05 | (New member) TWAIN: tags: mindbreak
15:09 | (New member) Zhnigo: 💊doko
15:12 | (New member) Rye Mountain: The video is ended now btw mobile bros
15:16 | (New member) ShadySheikah: I want to know this joy :_kita:
15:17 | (New member) Tuffee: cute giggling stream so far
15:38 | (New member) AdrenalineL1fe: yeah...
15:38 | (New member) Luginov: a good start to the morning :_sprdo:
15:39 | (New member) Steven Frati: My American sensibilities were heavily offended that small asian man may have wasted 19 hamburgers for a skit.
15:40 | (New member) Einaer: You need to make a burger cake too. Easy 3mil subscribers
15:47 | (New member) Ekusupuroshon: yeah... funny...
15:48 | (New member) A A: ASMR laugh stream.
15:49 | (New member) Margrave: That was strange. But ok.
15:55 | (New member) ShadySheikah: Do you want a hamburger cake for your birthday?
16:03 | (New member) Lewdcina: cute and funny
16:06 | (New member) Ark K.: thanks for the laugh bea
16:08 | (New member) Rye Mountain: She probably laughed like this the first time she watched it also lmao
16:08 | (New member) Stray Wolf: Wait, I'm confused about the movie. So the cops knew that internal affairs were setting them up?
16:09 | (New member) XenMaster220: :_sprdo:
16:10 | (New member) Ark K.: TSKR
16:19 | (New member) Mister Eko: I'm going to say it... cringe...
16:33 | (New member) Ekusupuroshon: @Mister Eli agreed
16:49 | (New member) TWAIN: she's breaking down in laughter again
17:01 | (New member) Zhnigo: "cringe" emote
17:08 | (New member) Suukotto Funsha: Well we clearly need a burger one now
17:08 | (New member) Stray Wolf: NARUHODON'T 
17:13 | (New member) Kazoo: homeless dad emote
17:17 | (New member) Ark K.: cringe bear emote
17:21 | (New member) Peer: broken mug is based
17:28 | (New member) Antonio Badilla: "cringe" emote
17:35 | (New member) Ark K.: oil balon remote
17:35 | (New member) Rye Mountain: Broken mug!
17:37 | (New member) Ekusupuroshon: sad emote please
17:38 | (New member) anonEDM: :_yah:
17:41 | (New member) Megiddo: singing bear emote please
17:43 | (New member) TWAIN: we need a muted bear emote
17:48 | (New member) Rye Mountain: When would you use koroke emote?
17:49 | (New member) Zia: Finally good emotes :_yah:
17:53 | (New member) Zhnigo: 🛢👑
17:54 | (New member) Steven Frati: OIL BALON oil tower emote for supremely foolish dad moments.
17:57 | (New member) XenMaster220: we need a risuna-chan emote definitely:_yah:
17:59 | (New member) Lewdcina: :_yah:
18:10 | (New member) Antonio Badilla: hiromoot emote
18:10 | (New member) Rye Mountain: A light stick emote to use during karaoke
18:12 | (New member) Suukotto Funsha: Bea party emote
18:18 | (New member) anonEDM: it should be like 18 or something
18:21 | (New member) Ark K.: >members of membership guys
18:23 | (New member) TWAIN: at least 10 more
18:32 | (New member) Suukotto Funsha: That way we know when it's party time
18:34 | (New member) Mew: noi im getting a vaccinated in 5 min good bye cant make it today
18:36 | (New member) TWAIN: yoyoyoyoyoyoyoyo
18:39 | (New member) Jackku Chan: Oijoijoijoi
18:53 | (New member) A A: This emote rarely gets used right now: :_kita:
19:03 | (New member) Mister Eko: LET'S GOOOOO
19:15 | (New member) Ekusupuroshon: :_nukutea:
19:21 | (New member) Lewdcina: pog
19:21 | (New member) TWAIN: cute!
19:28 | (New member) Ark K.: uoh
19:31 | (New member) Suukotto Funsha: cute
19:39 | (New member) Mister Eko: what about an AWAY emote?
19:41 | (New member) Ekusupuroshon: Uooooooh emote
19:43 | (New member) gyroninja: pain / sad emote
19:46 | (New member) TWAIN: "muted bear" for when you forget the mic off
19:49 | (New member) Lewdcina: uooooh emote
19:50 | (New member) Rye Mountain: Lightstick for karaoke and broken mug
19:50 | (New member) Mastigos Wilkins: crying bea emote
19:52 | (New member) Ark K.: away is a good idea
20:01 | (New member) Xayn: 薬
20:02 | (New member) Mastigos Wilkins: 144p bea
20:03 | (New member) anonEDM: 😭
20:04 | (New member) Ark K.: AWAY
20:05 | (New member) Hanabi: emotes are cringe :_sprdo:
20:08 | (New member) Suukotto Funsha: AWAY
20:10 | (New member) Mister Eko: uuuuuuooooooh
20:13 | (New member) nona: crying waterfall bea emote
20:14 | (New member) Margrave: ....Chihiro emote 😶
20:14 | (New member) Stray Wolf: 薬 AWAY
20:15 | (New member) Original Japes: I'm here!
20:16 | (New member) Zhnigo: UOoooH
20:18 | (New member) RBZE7: AWAY is a good idea
20:22 | (New member) Ekusupuroshon: uoooooh 😭😭😭
20:22 | (New member) Theblekedet: AWAY emote
20:28 | (New member) Theblekedet: Chihiro emote
20:29 | (New member) Mister Eko: HATE? LOVE? 
20:33 | (New member) hohoemikuma: risuna chan emote
20:33 | (New member) Antonio Badilla: "cringe" emote
20:34 | (New member) Ekusupuroshon: Go Chihiro Go!
20:36 | (New member) Ark K.: chihiro AWAY
20:36 | (New member) LassesAffar: limb deficiency emote
20:36 | (New member) Peer: desk kun...
20:37 | (New member) anonEDM: emotes are cringe but think of the kids
20:40 | (New member) Rye Mountain: HATE and LOVE is good
20:40 | (New member) Stray Wolf: CHIHIRO AWAY
20:40 | (New member) 77Yuja_: onegai...
20:47 | (New member) Zhnigo: bed emote 🛏️
20:50 | (New member) XenMaster220: Chihiro AWAY!!
20:50 | (New member) Margrave: I'm sorry.
20:50 | (New member) Megiddo: Risuna-chan emote
20:55 | (New member) Steven Frati: Where is Chihiro?
20:58 | (New member) Theblekedet: HATE and LOVE emote
21:01 | (New member) Ekusupuroshon: chiro
21:02 | (New member) Suukotto Funsha: peropero for when cute girls appear
21:02 | (New member) Stray Wolf: CHIRO?
21:04 | (New member) AdrenalineL1fe: UOOOH already exists 😭
21:05 | (New member) Megiddo: "CHIRO
21:10 | (New member) RBZE7: Hand Reps emote
21:12 | (New member) TWAIN: oil barrel
21:13 | (New member) Big Gold: Hate and Love emotes
21:13 | (New member) Mobius: crab emote
21:19 | (New member) Kazoo: reps emote
21:20 | (New member) Mastigos Wilkins: risna...
21:21 | (New member) Ekusupuroshon: Ok Chihiro Go!:_yah:
21:23 | (New member) Antonio Badilla: hiroyuki emote
21:28 | (New member) Peer: kneel emote
21:28 | (New member) Mister Eko: REPS 
21:33 | (New member) Ark K.: capitalism ho emote
21:34 | (New member) RBZE7: just make it implicit
21:35 | (New member) Steven Frati: OIL BALON Oil derrick (tower) emote
21:37 | (New member) Rye Mountain: Lightstick for karaoke!
21:37 | (New member) Luginov: based
21:42 | (New member) Mister Eko: FEETREPS
21:52 | (New member) anonEDM: hand reps... yab
21:53 | (New member) Margrave: Oh no.
22:06 | (New member) Mister Eko: Oil Balon is better...
22:09 | (New member) Lewdcina: correct
22:12 | (New member) Zhnigo: GIROYUGI:_sprdo:
22:13 | (New member) Kofi: balon...
22:18 | (New member) LapanNaxela: beatani cosplaying as tomoko emote
22:21 | (New member) TWAIN: maybe a custom variation of 🍀
22:23 | (New member) Mister Eko: feetreps bros...
22:29 | (New member) Ark K.: FOOLISH emote
22:37 | (New member) Suukotto Funsha: peropero emote
22:39 | (New member) Ekusupuroshon: Oil ojisan creepy...
22:42 | (New member) Rye Mountain: Sad listener chan emote
22:45 | (New member) Lazm: just joined. did we suggest takuya emote?
22:54 | (New member) Mister Eko: we are missing a YAB emote
22:56 | (New member) XenMaster220: How about a Beatani Guitar?
22:59 | (New member) Megiddo: 🍀
22:59 | (New member) hohoemikuma: peropero emote
23:04 | (New member) LassesAffar: homeless dad emote
23:05 | (New member) The Flesh Is Weak: discord seksu emote
23:10 | (New member) BRAD AEON 720: any XP themed emote
23:11 | (New member) david johnston: final yab emote!:_yah:
23:12 | (New member) Theblekedet: Concerned listener-chan
23:17 | (New member) Ark K.: SUS...
23:17 | (New member) Einaer: remote kid
23:19 | (New member) Kazoo: homeless dad for sure
23:19 | (New member) Zia: YAB emote seems nice but hard to make a drawing
23:23 | (New member) Theblekedet: Yab emotr
23:23 | (New member) Zia: Final :_yah:
23:27 | (New member) Ekusupuroshon: I'm gonna conceeeern
23:29 | (New member) LapanNaxela: curse you copyright
23:31 | (New member) Tachi: YAB emote kek
23:32 | (New member) Steven Frati: Ojisan creep emote
23:32 | (New member) Kazoo: canned water
23:35 | (New member) gyroninja: pain emote
23:42 | (New member) nona: susan emote
23:44 | (New member) AdrenalineL1fe: text emotes are useless
23:47 | (New member) RBZE7: just YAB is fine I'd say
23:47 | (New member) Mister Eko: YAB would too similar to :_yah: I guess
23:52 | (New member) Antonio Badilla: a emote that says "cringe"
23:54 | (New member) TWAIN: muted bear
23:55 | (New member) Ekusupuroshon: YAB is enough I think
24:03 | (New member) TWAIN: as in a muted bear emote
24:06 | (New member) LapanNaxela: kidney donation emote
24:06 | (New member) Tianfang's Adventures: Pain 😞 
24:07 | (New member) Stray Wolf: expaint it with a graphic
24:12 | (New member) Xayn: Grey dad emote
24:22 | (New member) Original Japes: yeah text emotes are silly
24:22 | (New member) Mister Eko: ペロペロ emote?
24:23 | (New member) TWAIN: beark
24:24 | (New member) BRAD AEON 720: Anything Windows XP related?
24:25 | (New member) Megiddo: beark
24:30 | (New member) Mobius: ahegao? lewd face?
24:32 | (New member) Ekusupuroshon: who is Risna-chan?
24:44 | (New member) Peer: lewd emotes is yabai on yt
24:47 | (New member) Mister Eko: canned water...
24:47 | (New member) Ark K.: foolish emote
24:50 | (New member) A A: gyaru gal beatani emote.
24:54 | (New member) Tachi: Cringe emote
24:54 | (New member) Antonio Badilla: susan hate emote
24:55 | (New member) nona: canned water emopte
24:59 | (New member) Mr Crimson: remote kid emote
25:10 | (New member) Mister Eko: GYARU LOVEEE
25:10 | (New member) Stray Wolf: Risna chan is Chiro's girlfriend 
25:16 | (New member) Ekusupuroshon: Gyaru bear go!
25:16 | (New member) Steven Frati: GAL GAL GAL 
25:21 | (New member) Kazoo: canned water
25:23 | (New member) Rye Mountain: Foolish dad made it up
25:26 | (New member) Zia: The contrast between neet otaku and gyaru is nice
25:27 | (New member) Stray Wolf: GAL
25:31 | (New member) Ark K.: bea is a riajuu, not gyaru
25:32 | (New member) Tachi: Gyaru Bea 
25:32 | (New member) Steven Frati: Chihiro taught us how to love GAL
25:37 | (New member) Mister Eko: It's not a meme, it's our true feelings!
25:41 | (New member) A A: Tans are nice.
25:42 | (New member) Ekusupuroshon: Gyaru is freedom!
25:45 | (New member) RBZE7: we love gyarus, we love Bea, therefore Bea is gyaru
25:50 | (New member) Mister Eko: Normie gyaru bear!
25:51 | (New member) Peer: everyone likes galko-chan
25:56 | (New member) CantDood: gyaru sounds great
25:57 | (New member) Zia: It's fine to be a gyaru don't worry
25:57 | (New member) Zhnigo: from chihiro's hands on that video
26:09 | (New member) Mister Eko: I'm going to break my mug right now
26:15 | (New member) Kazoo: guro bear
26:22 | (New member) Steven Frati: It's only natural for ojisans to love GAL....
26:23 | (New member) Ekusupuroshon: Mugs were broken right now
26:28 | (New member) Ark K.: meds is a no brainer
26:34 | (New member) Ekusupuroshon: Chihiro Go!
26:38 | (New member) Zhnigo: why is bed there
26:40 | (New member) Zia: Multi-choice poal or something?
26:41 | (New member) Antonio Badilla: mug broken
26:43 | (New member) Rye Mountain: Dead beatani emote!
26:46 | (New member) Big Gold: Meds onegai
26:47 | (New member) Ark K.: AWAY is a must too
26:48 | (New member) LapanNaxela: cringe ojisan emote
26:48 | (New member) TWAIN: meds, broken mug, oil, listener, muted are must haves in my opinion
26:51 | (New member) Stray Wolf: AWAY 
26:54 | (New member) Hanabi: definitely need YAB
26:55 | (New member) Margrave: broken mug and Chihiro onegai 
26:57 | (New member) Zia: AWAY seems important
26:59 | (New member) Steven Frati: AWAY
26:59 | (New member) Suukotto Funsha: AWAY is needed
27:03 | (New member) Lewdcina: uoooh
27:04 | (New member) Mister Eko: AWAAAAY
27:06 | (New member) anonEDM: AWAY
27:06 | (New member) CantDood: AWAY
27:08 | (New member) Tachi: Risuna
27:09 | (New member) Ekusupuroshon: Chihiro... Onegai....
27:12 | (New member) gyroninja: When would you use a gal emote?
27:15 | (New member) Mister Eko: lightstick is very important 
27:17 | (New member) Xayn: 😭 is a must
