-51:06 | (New member) Steven Frati: Roundtable of foolish dads assembled.
4:49 | (New member) Moeniki: Good morning :_bea:
4:50 | (New member) BasedBug: She's so tired hahaha
4:55 | (New member) TWAIN: :_nukutea:
4:57 | (New member) Antonio Badilla: Morning voice
5:01 | (New member) gyroninja: Camping song
5:04 | (New member) Stray Wolf: :_nukutea::_nukutea::_nukutea:
5:05 | stuffed idiot: morning voice bear is too good
5:06 | (New member) loveletter: blue obre :_sprdo:
5:07 | (New member) Tachi: :_sprdo:
5:12 | BRAD AEON 720: good morning
5:12 | (New member) max r: Are you really awake? honto?
5:16 | (New member) hohoemikuma: faq morning
5:16 | (New member) Megiddo: fucking morning indeed
5:17 | (New member) Stray Wolf: oh my 
5:21 | (New member) Kofi: fucking morning...
5:23 | Ark K.: shit morning
5:23 | klevly: s**it morning?!
5:30 | BRAD AEON 720: it's 1:37 AM where I live
5:34 | (New member) Stray Wolf: morning lescue 
5:35 | D3bugged: ohadayo
5:36 | Voltage: it’s cute lol
5:36 | (New member) TWAIN: 11 PM yes
5:37 | (New member) ThatVidyaGuy: Afternoon
5:37 | (New member) Rye Mountain: 22 PM
5:38 | (New member) Megiddo: 3 pm here
5:38 | (New member) Margrave: Yes.
5:38 | (New member) LassesAffar: 22:00~
5:38 | (New member) hohoemikuma: 1 PM here
5:39 | (New member) Mew: 22:07
5:39 | Sheep: yes
5:40 | (New member) フェットチーネ: I'm still sleeping
5:40 | Kaiser Kebab: It is night here!
5:40 | (New member) Antonio Badilla: Midday
5:41 | (New member) Kofi: 3pm for me
5:42 | (New member) Tachi: 5 PM
5:42 | (New member) Mew: :_nukutea::_nukutea:
5:43 | (New member) Tianfang's Adventures: afternoons
5:44 | (New member) Hanabi: it's 3PM here
5:44 | lucky rage: 11 PM
5:44 | (New member) The Flesh Is Weak: lunch time
5:46 | klevly: 10pm in italy!
5:46 | ユーネ / Yuune: good evening!
5:48 | (New member) Peer: 11 pm here
5:49 | (New member) david johnston: 9pm here
5:49 | (New member) Stray Wolf: it's 3:00 pm here 
5:50 | Karren Taleb: Its 5 PM here
5:50 | (New member) max r: 4PM, I just finished working. I know you think I'm a NEET.
5:51 | (New member) Chloro [クロロ]: it's 4 am here lol
5:51 | (New member) gyroninja: It's 1pm which is morning for me
5:54 | (New member) Raziel: 3pm
5:55 | Grilly :l: 2pm here
5:56 | Voltage: 11 pm
5:59 | stuffed idiot: 3pm here
6:07 | LapanNaxela: Finally a time I can watch you at as european
6:07 | (New member) HeavyD: Welcome to For My Family!
6:08 | (New member) Mew: World wide bear god damn
6:19 | Kaiser Kebab: IM BLUE!
6:26 | (New member) Moeniki: I'm bea 
6:27 | Voltage: you might got copyright struucckcckkk
6:34 | Ark K.: dmca
6:37 | (New member) max r: 🟦🟦🟦
6:39 | (New member) TWAIN: 💙:_kita:
6:39 | (New member) Theblekedet: 3 am...
6:40 | klevly: joiN
6:42 | (New member) Raziel: welcome to the party, pal
6:43 | (New member) Mew: For Joining
6:45 | (New member) ユーネ: :_sprdo::_sprdo::_sprdo:
7:01 | (New member) max r: :_sprdo::_sprdo::_sprdo:
7:04 | (New member) Theblekedet: welcome to memebearship!
7:10 | (New member) Shippo: :_sprdo::_sprdo::_sprdo:
7:12 | (New member) BasedBug: WELCOME TO THE FAMILY, SON
7:13 | (New member) BRAD AEON 720: Welcome to For Emote Kids!
7:17 | (New member) Tachi: :_sprdo::_sprdo::_sprdo:
7:19 | (New member) david johnston: □
7:22 | (New member) Mew: very □emotes:_sprdo::_sprdo:
7:24 | (New member) The Flesh Is Weak: :_sprdo::_sprdo::_sprdo:
7:26 | (New member) Kofi: so my name is green 
7:27 | (New member) HeavyD: □
7:31 | shadowmaverick15: Hello Beatani
7:32 | Andrew Ryan: greybros unite
7:33 | (New member) Margrave: Is it?
7:34 | (New member) Raziel: Beatani, your sales reps
7:34 | (New member) BRAD AEON 720: not true we get emotes
7:36 | A A: I'll still join, I promise.
7:36 | stuffed idiot: It's for the emote spam
7:36 | (New member) Lagalith: :_sprdo::_sprdo::_sprdo:
7:39 | (New member) Megiddo: because cute and funny bear and :_sprdo: emote
7:40 | (New member) ユーネ: supporting the bea!
7:40 | Kaiser Kebab: That's why I don't join it!
7:40 | Voltage: emotes and green naaammemeeeee
7:43 | (New member) max r: Why do you watch Vtubers? You are all worthless, dads!
7:45 | (New member) BRAD AEON 720: :_sprdo::_sprdo::_sprdo:
7:46 | LapanNaxela: Do your worthless reps
7:49 | (New member) PT's Sleepy Corner: Supporting my daughter is not worthless!
7:51 | (New member) Margrave: I get emotes. So it's fine.
7:52 | (New member) Sjamsjam: My money is worthless, might as well go somewhere worthless
7:52 | (New member) ThatVidyaGuy: To support Beatani.:_sprdo:
7:53 | (New member) Steven Frati: Supporting our daughters worthless membership fund.
7:55 | klevly: money is worthless so at least he can spend it watching a cute vtuber
7:59 | (New member) ユーネ: eigo reps now!
8:14 | Voltage: thahhhh
8:18 | (New member) The Flesh Is Weak: roll your r more
8:32 | Voltage: woarthahhh
8:35 | (New member) BasedBug: keyboard ASMR
8:36 | LapanNaxela: Didn't this have an anime adaption?
8:37 | (New member) Megiddo: yup
8:40 | (New member) TWAIN: this is the first time i see this game
8:41 | stuffed idiot: baby game
8:42 | Nyaa07: Yes 
8:43 | (New member) Fake Name: I know it's scary
8:45 | A A: It's popular with vtubers.
8:45 | (New member) Chloro [クロロ]: yes
8:46 | (New member) max r: This game is about Beatani, right ?
8:51 | (New member) ThatVidyaGuy: Yeah
8:54 | (New member) gyroninja: You mentioned it a few weeks ago
8:55 | (New member) ユーネ: spooky game
8:59 | (New member) クラガリ葉月: It's pretty old, isn't it?
9:00 | (New member) Ludd: yes
9:00 | (New member) Stray Wolf: it's all ogre now 
9:02 | (New member) Kofi: I know it I've never seen it though
9:04 | El Coyote: A classic rpgmk
9:05 | (New member) Stray Wolf: yes
9:08 | (New member) Mew: It's really hard, there is no "Oni" in the west so we also use Oni for Japanese Oni 
9:13 | Ark K.: blue shrek
9:14 | (New member) Antonio Badilla: Blue Demon is another person
9:17 | (New member) Mew: Also check out Japanese Goblin MAD
9:19 | stuffed idiot: I remember it being popular a while back but never played it
9:23 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: This stupid fiat currency is already worthless, I should at least share this monopoly money with you. Where's my□Gold Standard?
9:23 | (New member) Fake Name: Blue Oni
9:24 | (New member) Moeniki: oni kuma
9:27 | (New member) Raziel: ogrish bear
9:30 | (New member) Theblekedet: featuring Alex Mahan himself
9:44 | LapanNaxela: How many layers does a blue ogre have?
10:05 | (New member) Ludd: i think Oni is ok, most people will know what it is
10:06 | (New member) max r: Use Finnish money for membership. It doesn't exist.
10:07 | (New member) Raziel: Beatanicoin is the way of the future
10:08 | (New member) Fake Name: Economic theory with Beatani!
10:12 | (New member) BasedBug: Gotta spend money to make money
10:22 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: Don't worry I'm investing in crypto too
10:23 | (New member) ThatVidyaGuy: Beatanicoin to the moon.
10:23 | (New member) Mew: Eurofins
10:24 | (New member) Hanabi: invest in beacoin
10:26 | Voltage: bear is wise, give money to bear!
10:30 | (New member) Stray Wolf: well since WEF reset will not work
10:40 | (New member) Lagalith: Bearcoin is already worth more than my currency.
10:41 | (New member) The Flesh Is Weak: kani
10:46 | (New member) Stray Wolf: right now I say it's better to invest in silver 
10:50 | stuffed idiot: Invest in Beatani, she knows how to spend money properly
10:55 | (New member) Antonio Badilla: Why is he calle blue oni if he is purple?
10:55 | (New member) LassesAffar: flushing money down beatani's drain!
10:56 | (New member) Rye Mountain: No Beatani is not a drain
10:56 | (New member) nona: cute drain
10:59 | (New member) HashSlash: :_yah::_oha::_dayo:
11:05 | (New member) loveletter: buy low sell bear
11:05 | (New member) max r: Nonono, I'm throwing money at a stranger on the internet
11:07 | (New member) ThatVidyaGuy: What a cute drain!
11:07 | (New member) Tianfang's Adventures: I mean thats most of my spending if I'm honest.
11:11 | (New member) Tachi: And I would do it again
11:12 | (New member) skrong: u-uoh?
11:14 | (New member) Steven Frati: Wasting money and time on a cute and funny bear!
11:16 | (New member) CantDood: needing money is for the weak
11:16 | (New member) Fake Name: It's a good drain
11:23 | (New member) BasedBug: A-
11:29 | (Owner) Beatani Ch. 熊谷ちさと: :_sprdo:
11:32 | james heller: I'm late!
11:33 | Grilly :l: my goodness, all this talk of crypto is UNBEARABLE :D
11:36 | (New member) The Flesh Is Weak: :_sprdo:
11:36 | (New member) Tachi: :_sprdo:
11:37 | (New member) Stray Wolf: :_sprdo:
11:37 | (New member) TWAIN: :DD
11:40 | (New member) Megiddo: :_sprdo:
11:40 | (New member) max r: :_sprdo:
11:41 | (New member) Rye Mountain: :_sprdo:
11:41 | Voltage: spurdo bear
11:41 | (New member) loveletter: :_sprdo:
11:43 | (New member) Mew: :_sprdo:
11:44 | (New member) Moeniki: :_sprdo::_dayo:
11:45 | (New member) CantDood: :_sprdo:
11:45 | (New member) Firstname Lastname: :_sprdo:
11:45 | (New member) Peer: :_sprdo:
11:46 | (New member) Lagalith: :_sprdo:
11:46 | (New member) PT's Sleepy Corner: :_sprdo:
11:46 | (New member) HashSlash: :_sprdo:
11:48 | (New member) クラガリ葉月: You're assuming the money would go any better elsewhere, but it would probably just end up on gacha instead.
11:48 | (New member) フェットチーネ: :_sprdo:
11:51 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: You're right, the YouTube drain cut is worthless, it should all go to Beatani
11:51 | (New member) クラガリ葉月: :_sprdo:
11:51 | Voltage: spurdo train lets go
11:53 | (New member) Tianfang's Adventures: :_sprdo:
11:53 | (New member) ThatVidyaGuy: It's my favorite. :DDDD:_sprdo:
11:54 | (New member) Kofi: :_sprdo:
11:56 | (New member) Sjamsjam: :_sprdo:
12:03 | (New member) ユーネ: :_sprdo:
12:03 | (New member) Fake Name: The Finnish bear
12:09 | (New member) LassesAffar: :_sprdo:
12:09 | (New member) Hanabi: :_sprdo:
12:13 | (New member) Takahama Nuuta: :_sprdo:
12:19 | (New member) HeavyD: :_sprdo:
12:24 | (New member) The Pope: :_sprdo:
12:25 | (New member) Steven Frati: guma :_sprdo:
12:27 | (New member) max r: Beatani's great great grandfather is from Finland
12:31 | (New member) BasedBug: GIMI RAIGGONEN :DDD
12:32 | (New member) Rye Mountain: Spurdo spärde
12:33 | monkeynohito: Finland is not real.
12:40 | Kaiser Kebab: Windows 10 ASMR
12:41 | (New member) Raziel: Stop taking meds, and take a trip to Finland
12:43 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: Windows-kun saying hello
12:44 | (New member) Fake Name: Obadayo :DDDD
12:46 | (New member) The Pope: Beabani:_sprdo::_sprdo::_sprdo:
12:57 | (New member) Ludd: Pergelle :DDDDD :_sprdo::_sprdo::_sprdo::_sprdo:
13:11 | (New member) Kazoo: Finland Finland Finland, the place were I want to be
13:11 | (New member) max r: This game can't be as scary as the nightmares Beatani gives me while I sleep at night
13:22 | (New member) BasedBug: Early morning horror let's goooooooooo
13:29 | (New member) Steven Frati: :_kita:
13:35 | (New member) BasedBug: Name this dad
13:42 | (New member) max r: Hiroyuki!!
13:42 | (New member) Ludd: IKZ
13:53 | (New member) Megiddo: B
13:53 | (New member) ThatVidyaGuy: B
13:53 | (New member) The Flesh Is Weak: I:_sprdo:K:_sprdo:Z:_sprdo:
13:53 | (New member) TWAIN: B
13:55 | stuffed idiot: nice
13:56 | LapanNaxela: B
13:57 | (New member) Hanabi: B
13:57 | Kaiser Kebab: B
13:58 | (New member) Tachi: B
13:58 | Arcus crundelic: oops
13:58 | (New member) Chloro [クロロ]: B
13:58 | (New member) skrong: B
13:59 | (New member) Margrave: lol
14:00 | monkeynohito: Ba
14:01 | (New member) Peer: B
14:01 | (New member) Fake Name: B
14:01 | KallMeSimon: B
14:01 | major wow: B
14:02 | (New member) BasedBug: B
14:03 | (New member) Raziel: □
14:04 | (New member) Tachi: B:_sprdo:
14:04 | Voltage: HIROYUKI
14:05 | (New member) Margrave: You are B
14:05 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: びぐ草
14:06 | (New member) Kazoo: :_sprdo:
14:08 | (New member) CantDood: B
14:08 | (New member) MBmasher: B
14:08 | (New member) nona: B
14:10 | stuffed idiot: the world famous hero B-san
14:11 | (New member) Mew: Based name
14:12 | Kaiser Kebab: B
14:13 | (New member) LassesAffar: B :_sprdo: B
14:16 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: ーB for□□□
14:19 | Arcus crundelic: B
14:27 | (New member) Mew: B-tan shinda~ 
14:28 | (New member) Fake Name: Based B
14:32 | (New member) Sjamsjam: Bearoshi
14:34 | (New member) Raziel: Hello, I'm 🅱️
14:36 | (New member) Megiddo: B
14:36 | (New member) TWAIN: BE
14:37 | (New member) Margrave: BE
14:37 | Arcus crundelic: hahahah
14:38 | (New member) Mechanized Doge: :_oha::_dayo:□
14:39 | LapanNaxela: BE
14:39 | (New member) Hanabi: BE
14:39 | (New member) Mew: BE-Tan Shinda
14:40 | M_: BE
14:40 | (New member) ThatVidyaGuy: BER
14:41 | (New member) Takahama Nuuta: 草
14:41 | (New member) max r: ARE YOU SHITPOSTING?!
14:41 | (New member) Moeniki: Be
14:41 | (New member) skrong: B
14:42 | (New member) Peer: B
14:43 | (New member) クラガリ葉月: Progamer
14:43 | (New member) Chloro [クロロ]: BE
14:43 | (New member) Fake Name: BE-san
14:44 | (New member) BasedBug: BE, AGGRESSIVE
14:45 | ozzfest2007rocks: BE
14:45 | (New member) Kofi: B...
14:46 | monkeynohito: BE
14:46 | (New member) Tachi: BE
14:46 | いくせ: BE
14:47 | (New member) ThatVidyaGuy: Name him Hiroyuki
14:48 | (New member) TWAIN: 🐝
14:48 | (New member) Mew: I MUST BE
14:49 | KallMeSimon: BE
14:50 | (New member) Steven Frati: 5am is too difficult for beatani.
14:51 | (New member) Moeniki: BE:_dayo:
14:51 | (New member) Margrave: Clumsy BE 
14:52 | (New member) david johnston: beatani too sleepy...
14:53 | (New member) BRAD AEON 720: we'll get there some day
14:53 | (New member) hohoemikuma: 🐝
14:54 | Voltage: BE
14:54 | (New member) Raziel: 🅱️eatani
14:55 | (New member) Megiddo: HiroshiB
14:56 | stuffed idiot: Ok third times the charm
14:58 | A A: Your Bea
14:58 | (New member) Mew: I think here for I BE
15:01 | (New member) The Flesh Is Weak: HiroBi:_sprdo:
15:01 | major wow: you can do it
15:04 | (New member) Antonio Badilla: Filtered by the naming screen...
15:12 | stuffed idiot: I BELIEVE
15:13 | (New member) Moeniki: Bea Bea!
15:15 | (New member) max r: Can you beat the first boss of the game? Entering your name.
15:20 | (New member) Mechanized Doge: BEANIS :DDD
15:21 | Sheep: BEATANI
15:22 | Voltage: HIROBEKI?
15:24 | Arcus crundelic: BEATANI
15:26 | (New member) Sol Codguy: :_kita:
15:26 | Kaiser Kebab: BEATANI
15:28 | A A: CAPS
15:28 | (New member) Megiddo: NAME ENTERED HAS BEEN CLEAR
15:29 | (New member) BasedBug: First challenge: done
15:29 | stuffed idiot: SHE DID IT
15:30 | (New member) Rye Mountain: BEATANI
15:31 | (New member) Fake Name: SUCCESS
15:31 | stuffed idiot: IKZ
15:32 | (New member) skrong: sasuga bear
15:33 | (New member) TWAIN: beadani :_sprdo:
15:34 | (New member) Peer: Finally!
15:35 | (New member) BRAD AEON 720: BEADANI:_sprdo::_sprdo::_sprdo:
15:36 | (New member) CantDood: B-san a cute
15:38 | (New member) Margrave: So careful to spell out a name. 😆
15:39 | (New member) Sjamsjam: The son of BE, the grandson of B, the great hero BEATANI
15:39 | (New member) Mew: RIP B-tan and BE-tan :_sprdo::_sprdo:
15:42 | (New member) Steven Frati: We did it dads!
15:43 | (New member) ThatVidyaGuy: Now its going to sound like they're screaming BEATANI everytime they say your name
15:44 | major wow: game clear
15:44 | LapanNaxela: Our daughter is a son now.....😔
15:53 | (New member) KallMeSimon: Welcome to For My Family!
15:56 | (New member) Tachi: :_sprdo::_sprdo::_sprdo:
15:59 | stuffed idiot: a secret boss so early in the game
16:00 | (New member) Sol Codguy: I only scream Beatani's name
16:03 | (New member) max r: :_kita::_kita::_kita:
16:05 | (New member) Momiji Channel: :_oha::_dayo:
16:15 | (New member) Ludd: 88888888888888888
16:18 | (New member) Ludd: good job
16:21 | (New member) LassesAffar: daguro :DD:DD
16:25 | No Body: doesn't this game also have a South Park mode?
16:29 | (New member) max r: Is this RPG maker game?
16:37 | (New member) Rye Mountain: pri-ti-er
16:39 | (New member) Peer: older version had
16:43 | Sheep: takeshi from England
16:45 | (New member) Megiddo: u scared?
16:47 | (New member) The Flesh Is Weak: Takeshi...:_sprdo:
16:52 | stuffed idiot: called out
16:53 | (New member) skrong: TAKESHI OMAE
17:01 | (New member) Mew: Why does he look like he saw Yaranaika?
17:01 | monkeynohito: Is Ao Oni rpgmaker or Wolf Engine?
17:05 | (New member) max r: Can we go to Takeshi castle?
17:16 | (New member) BasedBug: Same color hair?
17:17 | stuffed idiot: Beatani-kun
17:19 | Sheep: A trap!
17:19 | (New member) Rye Mountain: Male beatani
17:22 | (New member) Raziel: Beatani handsome lad
17:23 | major wow: just add bear ears
17:23 | (New member) Megiddo: hair color is similar...
17:25 | (New member) Mew: No kuma ears fake 
17:25 | (New member) Fake Name: He has Beatani's hair
17:30 | (New member) TWAIN: beatani (male)
17:30 | (New member) Raziel: Daughter (male)
17:32 | (New member) LassesAffar: Beatani-kun ikemen
17:34 | (New member) ThatVidyaGuy: My son!
17:41 | (New member) Antonio Badilla: Looks like a dweeb
17:42 | (New member) CantDood: Megane Beatani when
17:42 | Ark K.: my son
17:43 | (New member) Rye Mountain: I love my male daughter
17:43 | klevly: same hair colour lmao
17:46 | (New member) max r: It's not Beatani, it's BEATANI
17:49 | (New member) Mew: Ikementani? 
17:51 | (New member) loveletter: they're cool. remind me of BE
17:56 | Arcus crundelic: BROTHER?
17:57 | (New member) Sjamsjam: My son BEATANI
18:00 | (New member) クラガリ葉月: ベアタニ君ね。君
18:02 | (New member) Atomsk: where are his bEARs
18:03 | A A: Put on glasses and would look identical.
18:04 | (New member) Fake Name: Meganetani
18:05 | バ7コ: we have a handsome son 
18:06 | (New member) Raziel: bokoku
18:09 | (New member) Megiddo: now I want to see the bear in glasses
18:10 | (New member) Steven Frati: BEATANI (male)
18:15 | (New member) Moeniki: He is class rep
18:15 | (New member) Ekusupuroshon: Will my son Beatani be a winning one?
18:16 | (New member) Sjamsjam: I love my son!
18:17 | (New member) LassesAffar: IkeOta
18:17 | Ark K.: no
18:20 | (New member) BasedBug: Is he our son?
18:20 | stuffed idiot: BEATANI-kun is a nerd
18:21 | (New member) Stray Wolf: R63 beatani 
18:27 | (New member) max r: Do you want to peropero ? 
18:29 | (New member) The Flesh Is Weak: who is you?
18:36 | Kaiser Kebab: Nerd daughter
18:37 | (New member) Stray Wolf: Ahhh yamero Takeshi omae kore ijo wa tairyoku mottainai...
18:41 | Sheep: ahah
18:43 | (New member) ThatVidyaGuy: BEATANI(male) is a dork
18:43 | Ark K.: Beatani(male) is not cute and funny
18:53 | (New member) Raziel: throw caution to the wind
18:56 | LapanNaxela: Will there be beatani (male) guro?
19:15 | (New member) CantDood: 1 hp bear
19:24 | (New member) Fake Name: I want to take his lunch money
19:25 | (New member) Raziel: spilt spaghetti already
19:35 | (New member) Megiddo: JC bear...
