-1:26:49 | Aggressive Quack: Are bear is dedicated
5:22 | Ikxi: you got any schnitzel?
5:24 | Jackku Chan: Mmmm extra extra extra rare
5:24 | Raziel: Is this our new son?
5:25 | CommanderMichael: oh no, the doge is going rabid
5:26 | Tachi: Raw??
5:26 | Anakincho: Steak is Halal!
5:28 | 77Yuja_: is this dog lost on xp hill?
5:30 | hohoemikuma: niiiiice
5:35 | BasedBug: HELP HER
5:37 | Verijero: kek
5:38 | Mister Eko: Is this guro
5:39 | estratos13: inuteani?
5:39 | BasedBug: SOMEONE HELP THE MEAT
5:41 | Megiddo: kusa
5:41 | hohoemikuma: BEAAA
5:42 | Zeng: we can still save her
5:42 | imalittle cupcake: W-what?!
5:42 | Aggressive Quack: Ah what a nice steak gonna eat it med rare? well done?
5:44 | ThatVidyaGuy: She needs help!
5:45 | Raziel: !!!!!
5:45 | Ikxi: still alive
5:46 | Hanabi: SAVE MEAT
5:48 | Tianfang's Adventures: Oh no
5:49 | Ark K.: beataniiiii
5:53 | Aggressive Quack: WAIT IS THAT BEARTANI
5:53 | Tachi: Lmao
5:54 | Mister Eko: dads...
5:55 | Megiddo: BEATANI NOOOOOOO
5:58 | BasedBug: BEATANI DON'T WORRY
5:58 | RBZE7: Wow daughter you are ugly and no one loves you
6:02 | imalittle cupcake: Don't eat my daughter! noooooo
6:02 | Shippo: holy shit
6:04 | Anakincho: eat it, devour it, show no mercy
6:08 | david johnston: oh no you monster dog nooooooo
6:08 | SpaceTalon: What ?!?! xDDD
6:08 | Kofi: dont... please...
6:08 | estratos13: it need to be cooked
6:08 | Tachi: Tags: R-18G
6:09 | ThatVidyaGuy: Beatani noooo!
6:09 | Sunspots: we failed her...
6:12 | Stray Wolf: omg 
6:14 | BasedBug: LET'S GO TO XP HILL DADS
6:18 | Megiddo: I gotta ctrl alt delete this doggo
6:19 | Raziel: *piledrives dog*
6:19 | Verijero: is this guro?
6:20 | thelastshinobi56: Bear noooo
6:23 | hohoemikuma: Tag: vore
6:23 | Stray Wolf: Taskete kuro ningen 
6:24 | Tianfang's Adventures: This got dark fast 
6:27 | CommanderMichael: just play dead, doge won't notice
6:29 | Hanabi: giving meattani my energy
6:31 | imalittle cupcake: NOOOOOOO
6:32 | Rye Mountain: Noooooooooooo!
6:32 | Jackku Chan: Guro aaaa
6:38 | Voltage: will thevdoge take over xp hill
6:38 | hohoemikuma: nikutani
6:40 | BasedBug: DON'T LAY A FINGER ON HER
6:40 | Jackku Chan: WAIT POLAR BEAR STEAK
6:40 | Ikxi: meattani LmAO
6:41 | thelastshinobi56: 3D Debut stream
6:41 | Anakincho: Delay no longer. Steak must be consumed
6:41 | hohoemikuma: NOOo
6:45 | Zeng: No!
6:46 | Tachi: Nooooooooooooo
6:46 | Rye Mountain: SAVE BEATANI!
6:46 | Shippo: bros
6:47 | BasedBug: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
6:47 | Kemonomimi: No beatani!!!!
6:48 | Aggressive Quack: BEARTANIIIIIIIIIIIIIIIIIIII
6:49 | CommanderMichael: BAD END
6:49 | ThatVidyaGuy: NOOOO
6:52 | Ark K.: Noooooo
6:52 | Mister Eko: no please
6:52 | Rye Mountain: WHAT CAN WE DO!?
6:54 | Kyle: Meatani nooo!
7:00 | Raziel: see you on the other side Beatani
7:00 | Ikxi: hahaha
7:02 | Skaaberen Lab: noooo
7:04 | Tianfang's Adventures: [THE END]
7:05 | Jackku Chan: NOO I DON'T WANT TO BE EATEN NOO
7:06 | Shippo: Nikutani...
7:06 | Suukotto Funsha: Save the beartani steak
7:06 | Patchpon: save me a slice o that steak, dog
7:08 | Nasty Yukari: How did we end up getting the BAD END?
7:08 | Anakincho: AHAHAHAHAH STUPID STEAK GET EATEN
7:11 | BasedBug: HOW DID WE LET THIS HAPPEN
7:12 | Voltage: BEA NOOOO
7:12 | Fake Name: What the fuck did I just tune into
7:13 | Margrave: Do it dog! Eat her! 
7:13 | hohoemikuma: maybe she can escape the internet!?
7:14 | Momiji Channel: nooo!
7:20 | Anakincho: EAT IT YES HAAHHA
7:25 | Anakincho: Good doge!
7:26 | Ekusupuroshon: what???
7:28 | Jackku Chan: Look away for a moment and dogs eat her...
7:32 | Sunspots: Eating her alive in front of us, what a monster
7:32 | Hanabi: let's get some F's in the chat for our daughter
7:39 | Ikxi: I love this
7:41 | Nasty Yukari: F
7:41 | ThatVidyaGuy: Time to go doge hunting
7:41 | hohoemikuma: we failed her dads...
7:44 | BasedBug: GAME OVER
7:44 | Aggressive Quack: F
7:45 | CommanderMichael: ahahahahahahaha
7:45 | Ikxi: wait shutdown?
7:46 | Megiddo: awooooo
7:46 | RBZE7: welp nothing we can do, see you somewhere else dads
7:47 | Tachi: Oh no
7:47 | Raziel: F
7:47 | Kyle: We couldn't save her
7:47 | Rye Mountain: F
7:47 | Stray Wolf: F 
7:48 | Margrave: 😆
7:48 | Suukotto Funsha: F
7:50 | Mister Eko: kino
7:50 | Shippo: that's not the guro art i expected to see
7:50 | Jackku Chan: F I hope she tasted good at least
7:51 | Skaaberen Lab: gg
7:52 | Raziel: BAD END
7:53 | Ikxi: awoooo
7:53 | imalittle cupcake: Jesus Christ I wasn't ready for this level of horror
7:53 | CommanderMichael: [ F ]
7:54 | 77Yuja_: f
7:54 | Voltage: f for beaaaaaaaaaaa
7:54 | President John Henry Sneeden: Rate the stream
7:54 | Ark K.: beatani ga shinda!!!!
7:55 | BasedBug: F..
7:55 | Zeng: we were too late bros
7:58 | Alex santos: F
7:59 | Aggressive Quack: Dads we gotta go find this dodge
8:00 | Ikxi: censored
8:00 | Peer: F
8:02 | SpaceTalon: F
8:04 | Sunspots: aaaaaaaaahhhh
8:07 | Shippo: 😭
8:10 | estratos13: nooooo
8:11 | Margrave: Eh?!!?
8:11 | Megiddo: woah
8:12 | Aggressive Quack: She lives?!
8:13 | imalittle cupcake: Our daughter...
8:15 | Jackku Chan: You just know
8:15 | CommanderMichael: Ohadayo~~
8:16 | Pechorin: you just know
8:17 | ThatVidyaGuy: F
8:17 | BasedBug: SHE"s ALIVE
8:19 | hohoemikuma: usooo
8:20 | Hanabi: SHE'S ALIVE
8:20 | Verijero: yah
8:20 | RBZE7: Hey Chihiro !
8:21 | Skaaberen Lab: whoa
8:21 | Ekusupuroshon: What happened? I just arrived....
8:22 | Tachi: She's alive dads...
8:23 | Ikxi: bea and dog friend?
8:23 | Stray Wolf: it's jorke 
8:23 | stuffed idiot: おはだよ
8:23 | Kemonomimi: Beatani lives!!!
8:23 | thelastshinobi56: NOOO LOOK BEHIND YOU
8:23 | webm aristocrat: DOG
8:24 | Suukotto Funsha: Ohadayo
8:24 | Anakincho: What?!
8:24 | Raziel: ReNiku: Return from Steak
8:25 | Mister Eko: t-there's two...
8:25 | Zeng: ohadayo!
8:25 | CommanderMichael: it's just a prank bro
8:29 | 77Yuja_: oh yea
8:29 | david johnston: oh thank goodness!
8:30 | Tianfang's Adventures: Oh good,
8:30 | Ark K.: OH YOU'RE ALIVE
8:31 | estratos13: ohaaadayo
8:32 | Stray Wolf: april 1st
8:33 | Nasty Yukari: you made me cry ;-;
8:34 | BasedBug: I WAS SO SCARED
8:35 | Rye Mountain: I'm so relieved
8:36 | imalittle cupcake: BEATANIIII UOOOOOHHHHHH
8:37 | Fake Name: I see now
8:37 | Ikxi: it's mid night here, so 1st april here too
8:38 | Jackku Chan: Beatani is poo!?!?
8:38 | Skaaberen Lab: we've been made the fool
8:40 | Anakincho: Doge imitate my daughter! Very haram doge!
8:42 | max r: ohadayo
8:42 | Aggressive Quack: 😭
8:43 | Shippo: that was scary
8:47 | ユーネ / Yuune: hello
8:48 | sp33d4l0l: LIKE A DAMN FIDDLE
8:49 | BasedBug: My heart is racing
8:50 | gyroninja: Japan has April Fools?
8:52 | Anakincho: Ooooh, april fools...
8:53 | Kyle: OHAdayo~!
8:54 | Anakincho: 😀
8:54 | Tachi: 🥺
8:54 | Zeng: classic kuma joke
8:55 | stuffed idiot: and here I thought beatani got to live out her R-18G dreams
8:55 | Sunspots: but doge is still there?! Is this her sister?
8:55 | Megiddo: Ohadayo~
8:58 | Aggressive Quack: WE WERE PLAYED
9:00 | Tianfang's Adventures: My poor heart
9:00 | Voltage: OHHHHHHH GLAD YOUR SAFE BEARRR
9:02 | Mister Eko: I can't bear seeing you suffer...
9:03 | Ikxi: OHAdayo~
9:04 | webm aristocrat: WAN
9:05 | Verijero: two streams in a day!
9:06 | CommanderMichael: "it's a prank dads"
9:08 | RBZE7: Bea.... Don't look behind you, there's a doggo there
9:09 | Skaaberen Lab: defeat dog
9:10 | ユーネ / Yuune: poor inu...
9:10 | Raziel: Now you eat the dog!
9:12 | Jackku Chan: Poor doggo.....
9:14 | Ikxi: dog wants to play with you
9:18 | Ark K.: doggo
9:19 | estratos13: we have been bamboozel
9:20 | thelastshinobi56: lmao
9:25 | Rodolfo, o geriatra: poor doggo
9:29 | ユーネ / Yuune: bear beats the dog
9:31 | Ikxi: yah
9:35 | Rye Mountain: Strongest bear
9:35 | Suukotto Funsha: Doge is defeated, victory goes to kuma
9:36 | Ark K.: is that your pet?
9:37 | estratos13: bye doggo
9:38 | imalittle cupcake: I'm so glad you're not gone
9:39 | Megiddo: lol
9:40 | Anakincho: new pet
9:41 | EryQ53: Do bears eat dogs?
9:42 | Tachi: Dog is enemy
9:43 | hohoemikuma: OHAdayo!
9:43 | Anakincho: for daughter
9:44 | webm aristocrat: ebil doggo
9:47 | Nasty Yukari: ohadayooo!
9:47 | ThatVidyaGuy: Ohadayo! 🍀🐻‍❄
9:51 | ユーネ / Yuune: why is pig upside down
9:51 | thelastshinobi56: Ohadayo
9:53 | Moeniki: yah
9:54 | Voltage: bear is queen of xp hill
10:01 | webm aristocrat: Ohadayo!
10:02 | Aggressive Quack: That was scary
10:02 | Ikxi: cute and funny steak!
10:04 | Anakincho: Ohadayo! 🙂
10:05 | Tachi: Ohadayo
10:07 | Kyle: It's good to have you back
10:08 | Shippo: that's a reverse pig
10:08 | BasedBug: I have to lie down
10:09 | Shippo: a gip
10:09 | thelastshinobi56: Nice acting
10:11 | Raziel: Nice
10:14 | Nasty Yukari: I feel pranked
10:15 | Voltage: ohadayo BEARRR is back 🍀🐻‍❄️🍀🐻‍❄️🍀🐻‍❄️🔙
10:15 | Sunspots: Ohadayo!
10:15 | Juliet: I was frightened.
10:18 | Anakincho: You got me. I admit. man...
10:19 | Suukotto Funsha: It was a good prank
10:19 | ユーネ / Yuune: nice
10:20 | Rye Mountain: it was funny
10:20 | max r: i just finished work and dinner , now time to watch based bear
10:21 | imalittle cupcake: It was terrifying, I need a beer
10:21 | CommanderMichael: feeling great dayo, that is a nice april prank dayo
10:21 | StrangerSeen: Nice nice!
10:26 | ThatVidyaGuy: I've been bamboozled. A+ tier acting
10:26 | Verijero: today you mean :)
10:27 | Voltage: scared
10:27 | Peer: nice
10:31 | max r: 🎉🎉🎉2k! 🎉🎉🎉
10:31 | Moeniki: Omedetou!
10:31 | BasedBug: Does it still count?
10:32 | estratos13: it was great lol
10:38 | Sheep: it was april fools joke lol
10:38 | Verijero: congrats
10:40 | Jackku Chan: Doggo ate a subscriber!
10:44 | ユーネ / Yuune: omedetou!
10:45 | Hanabi: how dare 10 people unsubscribe
10:48 | Rye Mountain: Youtube doing april fools too
10:51 | max r: oh wait, it went back down?!
10:51 | Ekusupuroshon: Machines can't count
10:52 | Aggressive Quack: Is it party time? 🥳
10:52 | Stray Wolf: it usually happens 
10:53 | CommanderMichael: Congrats for 2k! 👏
10:55 | max r: YD 😠
10:56 | Tachi: Dads are pranking
10:57 | BasedBug: Hunt those people down
10:59 | White Wyvern: Is it big yah hours
11:00 | hohoemikuma: subscriber april fools 
11:01 | ユーネ / Yuune: 草
11:02 | Voltage: youtube april fools
11:05 | Alfa Ayed: hehe
11:05 | Sunspots: i will hunt them down
11:06 | 77Yuja_: April fools
11:07 | ユーネ / Yuune: big草
11:14 | max r: 1.99k ....the other 10 people quit youtube
11:14 | Jackku Chan: It's just a subscribe prank 
11:18 | Suukotto Funsha: I won't miss this one
11:25 | Kipper Dog: karaoke stream to 2000?
11:27 | stuffed idiot: that clearly means we get two karaoke streams now
11:27 | BasedBug: 10 people got eaten by the dog
11:33 | Raziel: One time wasn't enough, she'll get 2000 twice
11:34 | Ikxi: easy to 2k again
11:35 | ユーネ / Yuune: ganbate!
11:45 | Tianfang's Adventures: double 2k for 2k
11:53 | Verijero: double karaoke stream?!
11:54 | Ikxi: cute and funny karaoke!
11:58 | Aggressive Quack: We gotta show are daughter to others bros
12:02 | BasedBug: Awesome!
12:08 | ThatVidyaGuy: More time for you to practice!
12:10 | Jackku Chan: Isn't it enough to get 2k once? Greedy.
12:13 | Bob: double the parties
12:17 | Nasty Yukari: we're all hyped
12:17 | Ark K.: karaoke stream now?
12:20 | Tsukuyomi Sasami: hemlo
12:22 | Tachi: Yes! 
12:24 | Ikxi: 2k subs really cool!
12:25 | ユーネ / Yuune: I love it!
12:25 | imalittle cupcake: I love hearing Beatani sing
12:27 | RBZE7: We're proud !
12:27 | Megiddo: I love Beatani's karaoke!
12:28 | Rye Mountain: The last karaoke was very nice
12:29 | Nasty Yukari: feeling kinda based ngl
12:29 | Aggressive Quack: Im hyped!
12:29 | thelastshinobi56: Karaoke yaay
12:30 | max r: I like zatsu and karaoke more than gaming, usually...
12:31 | BasedBug: Your karaoke is amazing! Have you been practicing guitar?
12:31 | Kipper Dog: 大好き～
12:32 | Ark K.: yes
12:33 | ThatVidyaGuy: We love it!
12:39 | Ekusupuroshon: I love Bea's Karaoke yes!!!
12:44 | Nasty Yukari: yes karaoke!
12:46 | Jackku Chan: Can't wait!
12:50 | Shippo: i'm going to wotagei in home to your karaoke
13:01 | Mister Eko: It'll be great!
13:02 | Ikxi: wanna hear more singing
13:05 | Suukotto Funsha: More Beatani karaoke is just what I need
13:15 | max r: i've listened to marisa stole the precious thing a few times since the stream, lol
13:15 | BasedBug: Work hard, it will be a lot of fun
13:15 | Voltage: whats the pig doing on xp hill? is he just chillin after doge attack
13:20 | thelastshinobi56: Will you use the guitar?
13:30 | Aggressive Quack: Its party time 🥳
13:30 | Zeng: the pig is dead
13:38 | imalittle cupcake: I like to listen to Beatani's song every day
13:39 | estratos13: you know already what song are going to sing?
13:50 | Raziel: Oh so like us?
13:50 | Ikxi: useless pig like some dads?
13:58 | Aggressive Quack: Can we name the pig?
13:58 | Sunspots: u-useless pig? 
13:59 | BasedBug: LOOK AT YOUR DAUGHTER COME ON
14:01 | ユーネ / Yuune: useless pig...
14:01 | Vucci Mane: ヤッホー！
14:02 | Jackku Chan: Cute and funny pig!
14:05 | Ark K.: okay
14:05 | RBZE7: I'm the pig 🙂
14:05 | Ikxi: I look at you!
14:06 | Margrave: 🐖👀 
14:09 | ユーネ / Yuune: no pig, only bea
14:09 | Nasty Yukari: is the pig going to karaoke as well?
14:10 | Transcendental_ColonThree: Ohadayo, is that me on left?
14:13 | President John Henry Sneeden: Literally me
14:15 | max r: dad is doing his beatani song reps
14:19 | Mister Eko: 御意
14:19 | Ekusupuroshon: Is that Pig Chihiro-san?
14:21 | BasedBug: She's gonna do it again!
14:22 | Voltage: always looking at 👑 queen
14:22 | Tan: YAH
14:24 | A A: Narcassistic bear,
14:24 | Ikxi: just Bea
14:36 | Vucci Mane: え？英語は本当にいいです！
14:42 | BasedBug: Party!
14:44 | Ikxi: yay singing
14:44 | Margrave: Now?!
14:47 | Mister Eko: yeeeeeeeeeeeeeeees
14:50 | Tachi: yay
14:51 | Ikxi: party hard!
14:52 | imalittle cupcake: Fuck yeahhhh
14:53 | Verijero: YES
14:55 | Megiddo: woah really?
15:00 | Megiddo: awesome! peek
15:00 | thelastshinobi56: April fools again?
15:02 | Voltage: ask people to SUBSCRIBE and HIT the like button
15:04 | Megiddo: sneak peak
15:08 | Bob: Woo
15:11 | Suukotto Funsha: YEAH thank you cute daughter
15:15 | Rye Mountain: Even one song is very nice
15:16 | Jackku Chan: Whaaaaaat
15:19 | BasedBug: This stream was so good
15:20 | Aggressive Quack: You got us good
15:21 | ThatVidyaGuy: Yeah!
15:22 | gyroninja: okay
15:23 | Nasty Yukari: ok ;-;
15:25 | Hanabi: 🔦🐻‍❄🔦
15:32 | Mister Eko: BIGGER
15:34 | max r: 150 meter bear
15:36 | imalittle cupcake: Based bokukko bear
15:38 | Ark K.: that prank was cute abd funny
15:46 | BasedBug: 🔦🐻‍❄🔦
15:46 | Aggressive Quack: Big Kuma time
15:49 | Meneltir: いくぞ
15:54 | Voltage: prank bear
15:58 | Ikxi: music time!
16:01 | Ikxi: muted?
16:10 | Shippo: 🧨🐻‍❄🧨
16:13 | Sunspots: im glad the doge didnt get you daughter
16:14 | Nasty Yukari: mute and funny bear
16:14 | imalittle cupcake: Dad's hearing is failing...
16:15 | Mister Eko: I... I'm deaf...
16:17 | thelastshinobi56: I knew it
16:21 | Jackku Chan: Too high frequency for dad ears
16:21 | BasedBug: 🎉🎉🎉
16:24 | Lyrical Curry: I understand completely
16:32 | webm aristocrat: oh no
16:35 | Aggressive Quack: 🥳
16:36 | BasedBug: LETS GOOOOOO
16:37 | Anakincho: My hearing has returned once more
16:38 | Lyrical Curry: yah~!
16:40 | Ikxi: 🔦🐻‍❄🔦
16:40 | ThatVidyaGuy: nice!
16:41 | Shippo: 🧨🐻‍❄🧨
16:43 | Jackku Chan: 🎉🎉
16:43 | Peer: 🧨🐻‍❄🧨
16:43 | imalittle cupcake: Yah!
16:44 | Lyrical Curry: Ohayo! 2k!!
16:48 | Verijero: 🧨🐻‍❄🧨
16:50 | BasedBug: 🧨🐻‍❄🧨
16:51 | CommanderMichael: 🎶🎶🎶🎶🎶
16:51 | Lyrical Curry: 🎉🎉🎉🎉🎉
16:52 | imalittle cupcake: 🥳🥳🥳
16:52 | Rye Mountain: YES!
16:54 | Megiddo: 🔦🐻‍❄🔦
16:55 | gyroninja: 🎶🎶🎶
16:55 | Sunspots: yah!🧨🐻‍❄🧨
16:55 | Shippo: 🧨🐻‍❄🧨
16:56 | Hanabi: 2k!
16:56 | Suukotto Funsha: 2K has been reached
16:57 | Voltage: 🥳🥳🥳🥳🎉🎉🎉🎉🥳🥳🎉🎉🎉🎉🎉🎉
16:59 | Aggressive Quack: Time to dance dads
17:01 | Stray Wolf: 🧨🐻‍❄🧨
17:02 | Bob: 🐻‍❄🎉
17:02 | ユーネ / Yuune: おおおおお
17:04 | XeniVari: 🧨🐻‍❄🧨
17:04 | Voltage: party bearrrr
17:05 | Shippo: 🧨🐻‍❄🧨
17:12 | estratos13: 🧨🐻‍❄🧨
17:16 | Voltage: 🎉🥳🎉🥳🎉🥳🎉
17:17 | Ikxi: 🎶🎶
17:17 | Tianfang's Adventures: parry down
17:17 | Kemonomimi: 🧨🐻‍❄🧨
17:18 | Nasty Yukari: let's partying!
17:18 | CommanderMichael: yay, 2k subs for real this time 🙂
17:18 | Kipper Dog: uooooohhhhh
17:19 | StrangerSeen: 🧨🐻‍❄🧨
17:22 | TomHate: 🎉🎉
17:22 | Aggressive Quack: wait we just reached 2k kek
17:22 | BasedBug: NO DOGS ALLOWED
17:23 | Mister Eko: 🙌🙌🙌🙌🙌🙌
17:24 | stuffed idiot: 🧨🐻‍❄🧨
17:26 | webm aristocrat: sugoi
17:28 | Kyle: 🐻‍❄🎶
17:32 | ShadySheikah: 🥳🎉
